Unnamed: 0,ID_LIN_TRA,NOMBRE,CIRCUITO,TRAMO,PROPIEDAD,TENSION_KV,LONG_KM,ESTADO,F_OPERACIO,FECH_ACT,PROVINCIA,Latitud,Longitud
27,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.58785091999994,-72.45038237999995
28,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.58210513999995,-72.44979891999998
29,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.580176639999934,-72.44961336999995
30,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.57824822999993,-72.44941496999996
31,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.57604127999997,-72.44917765999998
32,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.57456636999996,-72.44902176999994
33,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.57279265999995,-72.44883994999998
34,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.57091996999998,-72.44864362999994
35,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.56899997999994,-72.44842258999995
36,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.566739309999946,-72.44949424999999
37,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.56594830999995,-72.44986983999996
38,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.56462603999995,-72.45048338999999
39,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.56197058999993,-72.45170713999994
40,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.55982272999995,-72.45273488999999
41,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.558461369999975,-72.45337048999994
42,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.55662473999996,-72.45423062999998
43,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.55492159999994,-72.45502692999997
44,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.55270174999998,-72.45606503999994
45,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.55064525999995,-72.45700817999995
46,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.54889078999997,-72.45852024999994
47,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.547530549999976,-72.45902685999994
48,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.54590667999997,-72.45961649999998
49,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.543985179999936,-72.46030468999999
50,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.54239370999994,-72.46086421999996
51,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.54147469999998,-72.46132193999995
52,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.54109239999997,-72.46142537999998
53,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.53897902999995,-72.46207124999995
54,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.52485660999997,-72.45861719999994
55,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.52293801999997,-72.45810851999994
56,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.50532379999999,-72.45342522999994
57,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.50360982999996,-72.45294729999995
58,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.50275594999994,-72.45223820999996
59,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.49350531999994,-72.44434167999998
60,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.49192610999995,-72.44299340999999
61,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.48743808999996,-72.43916498999994
62,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.48623884999995,-72.43814151999999
63,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.48492849999997,-72.43702331999998
64,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.48339741999996,-72.43571674999998
65,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.48182210999994,-72.43437397999998
66,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.47913407999994,-72.43208238999995
67,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.47756363999997,-72.43073787999998
68,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.475934679999966,-72.42935458999995
69,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.47446949999994,-72.42808644999997
70,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.46703887999996,-72.42560188999994
71,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.46463173999996,-72.42479068999995
72,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.43526723999997,-72.41490521999998
73,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.418409389999965,-72.40925369999997
74,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.413466479999954,-72.40753751999995
75,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.364858639999966,-72.39121260999997
76,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.36321432999995,-72.39065748999997
77,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.36184594999997,-72.390198
78,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.36037677999997,-72.38970311999998
79,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.35665518999997,-72.38843387999998
80,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.35478201999996,-72.38808517999996
81,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.35317065999993,-72.38777203999996
82,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.33545229999993,-72.38432406999993
83,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.328156209999975,-72.38292318999999
84,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.32625557999995,-72.38150721999995
85,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.323439459999975,-72.37945532999998
86,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.32084007999998,-72.37753187999994
87,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.31911888999997,-72.37627805999995
88,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.31802303999996,-72.37547414999995
89,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.316375009999945,-72.37426546999995
90,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.30975351999996,-72.36945654999994
91,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.30609136999993,-72.36673146999993
92,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.30533236999997,-72.36620150999994
93,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.30396036999997,-72.36519624999994
94,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.29705587999996,-72.36015897999994
95,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.29476697999996,-72.35848557999998
96,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.29277578999995,-72.35703389999998
97,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.291301129999965,-72.35593003999998
98,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.29049669999995,-72.35523389999997
99,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.29002279999997,-72.35485922999999
100,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.28827841999998,-72.35339464999998
101,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.286820569999975,-72.35217908999994
102,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.285908749999976,-72.35142028999996
103,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.27923307999998,-72.34586588999997
104,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.277681779999966,-72.344569
105,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.27621474999995,-72.34334611999998
106,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.26392740999995,-72.33312628999994
107,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.26182018999998,-72.33137169999998
108,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.26037472999997,-72.33017608999995
109,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.25919862999996,-72.32919678999997
110,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.25109731999993,-72.32247064999996
111,433.0,VICTORIA - PILLANLELBUN 66KV,C1,VICTORIA - PILLANLELBUN,CGE TRANSMISION S.A.,66.0,32.74,EN OPERACION,1957-01-01,2023-04-20,CAUTIN-MALLECO,-38.24954074999994,-72.32117536999993
