,OBJECTID,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,ID_GE_SOLAR,geometry
298,1831,ALCALDESA,PARQUE SOLAR ALCALDESA SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,064/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/7/2023 9:00 p. m.,180840,5983170,19 SUR,WGS 1984,NUBLE,ITATA,QUIRIHUE,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,580,POINT (-72.55147121099998 -36.243687984099985)
299,1832,SANTA FRANCISCA,CVE PROYECTO DIECISIETE SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,098/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/22/2021 9:00 p. m.,344370,6678180,19 SUR,WGS 1984,COQUIMBO,ELQUI,VICUNA,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,588,POINT (-70.61379658199996 -30.017489797182098)
300,1833,PARQUE ALHUE,MEMBRILLO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,388/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/28/2021 9:00 p. m.,289400,6235200,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,596,POINT (-71.28035321999994 -34.002701997124824)
301,1834,LA VICTORIA,MAGDALENA SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,091/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/20/2022 9:00 p. m.,229100,5943140,19 SUR,WGS 1984,NUBLE,DIGUILLIN,CHILLAN,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,597,POINT (-72.02917191999995 -36.61880189309635)
302,1835,LITORAL,LITORAL SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,004/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/4/2022 9:00 p. m.,258015,6299320,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,EL QUISCO,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,601,POINT (-71.60240059499995 -33.41821716513222)
303,1836,DUQUECO SOLAR,COCHARCAS SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,149/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/15/2022 8:00 p. m.,208200,5840180,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,612,POINT (-72.30252897499997 -37.53922170508817)
304,1837,EL OLIVAR,EL OLIVAR SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,187/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/28/2022 9:00 p. m.,198120,5851930,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,613,POINT (-72.41161335099997 -37.430255286089064)
305,1838,RINCONADA ALCONES,FOTOVOLTAICA RAULI SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,013/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/3/2022 8:00 p. m.,249880,6192960,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,MARCHIHUE,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,622,POINT (-71.72008040799994 -34.37454798812032)
306,1839,NEWENTUN,NEWENTUN SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,029/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/15/2023 9:00 p. m.,274990,6180454,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PERALILLO,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,623,POINT (-71.45052745599997 -34.49299112211894)
307,1840,ESFENA,CVE PROYECTO NUEVE SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,001/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/22/2021 8:00 p. m.,329455,6431863,19 SUR,WGS 1984,VALPARAISO,PETORCA,PETORCA,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,625,POINT (-70.81010220799993 -32.23694450114818)
308,1841,AVILES,AVILES SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.3,0,752/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/22/2022 8:00 p. m.,271434,6243210,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,12/30/2019 9:00 p. m.,6/29/2023 8:00 p. m.,626,POINT (-71.47264362199996 -33.926768653125755)
309,1842,PLAYERO,PLAYERO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,201/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/29/2020 9:00 p. m.,188540,6024286,19 SUR,WGS 1984,MAULE,CAUQUENES,CHANCO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,632,POINT (-72.44972273899998 -35.876180911103695)
310,1843,PLAYERITO,PLAYERO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,201/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/29/2020 9:00 p. m.,188540,6024286,19 SUR,WGS 1984,MAULE,CAUQUENES,CHANCO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,633,POINT (-72.44972273899998 -35.876180911103695)
311,1844,LA CHIMBA BIS,LA CHIMBA BIS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.76,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/14/2020 8:00 p. m.,285842,6606816,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,635,POINT (-71.23494305499997 -30.652162730171923)
312,1845,QUELTEHUE SOLAR,FOTOVOLTAICA EL MANZANAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.987,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/29/2020 8:00 p. m.,320413,6193171,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,636,POINT (-70.95345272099996 -34.38729242812017)
313,1846,PITOTOY,FOTOVOLTAICA ALERCE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.985,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/29/2020 8:00 p. m.,320069,6193220,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,637,POINT (-70.95718236799996 -34.3867910041202)
314,1847,MARIA PINTO,PFV MARIA PINTO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/27/2020 8:00 p. m.,295437,6289812,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MARIA PINTO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,638,POINT (-71.20239957199993 -33.51170265413101)
315,1848,PUENTE SOLAR,PMGD PUENTE SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/23/2020 9:00 p. m.,328870,6286248,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,639,POINT (-70.84330788099999 -33.549708106130495)
316,1849,FILOMENA SOLAR,PANIRI DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/15/2020 8:00 p. m.,348578,6379902,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,SANTA MARIA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,640,POINT (-70.61555958999998 -32.70824979514162)
317,1850,COCHARCAS,FOTOVOLTAICA ALFA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.8,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/6/2020 8:00 p. m.,222916,5953216,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN NICOLAS,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,641,POINT (-72.09460565399996 -36.52632168609725)
318,1851,LOS MAGNOLIOS SOLAR,LITRE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/1/2021 8:00 p. m.,272922,6302658,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CASABLANCA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,642,POINT (-71.44137388999997 -33.39139560113252)
319,1852,LUMBRERAS,BETEL SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.994,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/15/2021 9:00 p. m.,285248,6274580,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,643,POINT (-71.31568708999998 -33.646977525129245)
320,1853,LINGUE,LINGUE SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/28/2021 9:00 p. m.,277424,6303723,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CASABLANCA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,644,POINT (-71.39274576899999 -33.382740468132646)
321,1854,TORCAZAS,PFV LAS TORCAZAS SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/23/2021 8:00 p. m.,259322,6196395,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,MARCHIHUE,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,645,POINT (-71.61653130399998 -34.34584085812067)
322,1855,LIRIO DEL CAMPO,LIRIO DE CAMPO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.779,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/15/2020 9:00 p. m.,299300,6280570,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,646,POINT (-71.16291103499998 -33.59573433112991)
323,1856,SANTA INES SOLAR,CVE PROYECTO SEIS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.95,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/13/2020 9:00 p. m.,325990,6333267,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CHACABUCO,TILTIL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,647,POINT (-70.86525505399999 -33.12536284113604)
324,1857,EL ZORZAL,PFV EL ZORZAL SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/19/2022 8:00 p. m.,270150,6090690,19 SUR,WGS 1984,MAULE,TALCA,SAN RAFAEL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,648,POINT (-71.52786402599997 -35.30059599910981)
325,1858,LAS TORTOLAS,PFV LAS TORCAZAS SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/28/2021 9:00 p. m.,196898,5925464,19 SUR,WGS 1984,NUBLE,DIGUILLIN,BULNES,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,649,POINT (-72.39570551999998 -36.768177263095)
326,1859,COCINILLAS,AGRO SOLAR IV SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.779,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/10/2020 9:00 p. m.,297800,6498500,19 SUR,WGS 1984,COQUIMBO,CHOAPA,ILLAPEL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,650,POINT (-71.13197413399996 -31.630914242156944)
327,1860,PITRA,PITRA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/18/2020 9:00 p. m.,258929,6305125,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,ALGARROBO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,651,POINT (-71.59102639199995 -33.366116679132844)
328,1861,DON JORGE,BETEL SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/11/2020 9:00 p. m.,271104,6181216,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PERALILLO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,652,POINT (-71.49260946799996 -34.485269916119044)
329,1862,EL PIUQUEN,PFV EL PIUQUEN SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/2/2021 8:00 p. m.,212228,5925453,19 SUR,WGS 1984,NUBLE,DIGUILLIN,BULNES,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,653,POINT (-72.22421826899995 -36.77305270009495)
330,1863,LO BOZA,RIZOMA IC ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,0.768,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/27/2022 9:00 p. m.,336297,6304866,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,655,POINT (-70.75994585699993 -33.38302400713265)
331,1864,LA FORESTA,SOCIEDAD ENERGIAS RENOVABLES LOS LIRIOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.739,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/4/2021 8:00 p. m.,244785,6127917,19 SUR,WGS 1984,MAULE,CURICO,HUALANE,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,656,POINT (-71.79505408799997 -34.959163002113556)
332,1865,VENTISQUERO SOLAR,CHIMBARONGO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,027/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/4/2022 8:00 p. m.,314306,6153291,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,670,POINT (-71.02855804199999 -34.74563027011601)
333,1866,SANTA ELIZABETH,PSF SANTA ISABEL SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,026/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/23/2023 9:00 p. m.,324489,6201477,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,696,POINT (-70.90744110099996 -34.313126903121045)
334,1867,LA COLONIA,FOTOVOLTAICA BOLDO SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,119/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/17/2022 9:00 p. m.,335030,6256343,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,BUIN,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,714,POINT (-70.78254228799995 -33.82027211412709)
335,1868,JAVIERA CARRERA,GR TORRES DEL PAINE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,227/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/12/2022 9:00 p. m.,339965,6264042,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,BUIN,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,743,POINT (-70.72784498099998 -33.751623837127916)
336,1869,CHAMPA,ENERGIA RENOVABLE CHAMPA SPA,FOTOVOLTAICO,PMGD,NO APLICA,1.75,0,533/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/16/2023 9:00 p. m.,334794,6255347,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,BUIN,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,749,POINT (-70.78527789099996 -33.829213962127)
337,1870,PAINE (NUEVO HORIZONTE),PSF PAINE SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,490/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/28/2022 9:00 p. m.,339491,6254027,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,PAINE,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,750,POINT (-70.73478147599997 -33.84183809612679)
338,1871,VALPARAISO,PARQUE SOLAR LA ROSA SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,202199101262/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/3/2022 8:00 p. m.,313195,6364970,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,LLAILLAY,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,756,POINT (-70.99589447699998 -32.837435288139886)
339,1872,NAN,GR HORNOPIREN SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.7,0,005/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/1/2022 9:00 p. m.,339181,6230939,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,GRANEROS,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,759,POINT (-70.74236762399994 -34.04992523312423)
340,1873,NANCAGUA,PARQUE SOLAR LA MURALLA DOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,032/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/25/2023 9:00 p. m.,295686,6161999,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,NANCAGUA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,761,POINT (-71.22972905399996 -34.66360523011696)
341,1874,PUANGUE,PSF PUANGUE SPA,FOTOVOLTAICO,PMGD,NO APLICA,4.0,0,358/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/13/2022 9:00 p. m.,284183,6273643,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,769,POINT (-71.32739019999997 -33.65520615912917)
342,1875,PARQUE SANTA CRUZ,PV POWER CHILE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,033/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/29/2022 9:00 p. m.,285048,6169146,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PALMILLA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,771,POINT (-71.34392742399996 -34.59702980611771)
343,1876,SANTA EMILIA,GR PATAGONIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,012/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/28/2022 8:00 p. m.,335467,6222904,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,772,POINT (-70.78410847099997 -34.12177921012334)
344,1877,PICUNCHE,GR TOLHUACA SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,013/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/21/2022 9:00 p. m.,345218,6236597,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,773,POINT (-70.67598249799994 -33.99982785512487)
345,1878,ITAHUE SOLAR 3,COBENA ENERGIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.28,0,346/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/17/2022 9:00 p. m.,284796,6106857,19 SUR,WGS 1984,MAULE,TALCA,RIO CLARO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,807,POINT (-71.36268657699998 -35.15820004111138)
346,1879,EL GUANACO SOLAR,INCAHUASI ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/8/2020 9:00 p. m.,327142,6284783,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,813,POINT (-70.86219577299994 -33.56263630913034)
347,1880,AEROPUERTO,PARQUE SOLAR RETIRO SPA,FOTOVOLTAICO,PMGD,NO APLICA,5.5,0,057/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/30/2022 9:00 p. m.,264490,6081124,19 SUR,WGS 1984,MAULE,TALCA,TALCA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,816,POINT (-71.59280936099998 -35.38544675910888)
348,1881,PALTO SUNLIGHT,PALTO SUNLIGHT SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,20210500121/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/19/2022 8:00 p. m.,291615,6351036,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,QUILLOTA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,836,POINT (-71.22946614599994 -32.959143688138255)
349,1882,DON ANDRONICO,PARQUE SOLAR CANCHA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.703,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/23/2021 9:00 p. m.,285516,6236685,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,839,POINT (-71.32201441799998 -33.98853329812504)
350,1883,QUILLAY,QUILLAY SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.997,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/15/2020 9:00 p. m.,299077,6275485,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,840,POINT (-71.16645984899998 -33.64152348312935)
351,1884,CANELILLO,AGRO SOLAR V SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.779,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/11/2020 9:00 p. m.,284975,6490362,19 SUR,WGS 1984,COQUIMBO,CHOAPA,ILLAPEL,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,841,POINT (-71.26889537999995 -31.70195092515589)
352,1885,PENAFLOR SOLAR,PETEROA ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,401/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/8/2022 9:00 p. m.,322933,6284378,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,842,POINT (-70.90759787899998 -33.56559688913028)
353,1886,SAN PEDRO,GPG SOLAR CHILE 2017 SPA,FOTOVOLTAICO, ,NO APLICA,102.2,0,259/2012; 376/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/17/2021 9:00 p. m.,524662,7505726,19 SUR,WGS 1984,ANTOFAGASTA,EL LOA,CALAMA,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,843,POINT (-68.76013141699997 -22.554949684330904)
354,1887,PFV CARRERA PINTO,ENEL GREEN POWER CHILE,FOTOVOLTAICO, ,NO APLICA,90.675,0,189/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/2/2016 9:00 p. m.,413978,7012800,19 SUR,WGS 1984,ATACAMA,COPIAPO,COPIAPO,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,845,POINT (-69.86703741599996 -27.004236312236078)
355,1888,MERCURIO SUR,LOS LIBERTADORES SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,039/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/8/2021 8:00 p. m.,282663,6041167,19 SUR,WGS 1984,MAULE,LINARES,COLBUN,COMISION NACIONAL DE ENERGIA,12/30/2020 9:00 p. m.,6/29/2023 8:00 p. m.,846,POINT (-71.40363220299997 -35.74953359210501)
