,OBJECTID,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,ID_GE_SOLAR,geometry
414,1947,TORTOLAS DEL VERANO,CALBUCO DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/18/2022 9:00 p. m.,357168,6360831,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,LOS ANDES,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,972,POINT (-70.52687637399998 -32.8813689491393)
415,1948,PIDUCO,FOTOVOLTAICA PATAGUA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/17/2022 8:00 p. m.,253822,6076404,19 SUR,WGS 1984,MAULE,TALCA,PENCAHUE,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,973,POINT (-71.71156662699997 -35.42538172910844)
416,1949,FARDELA NEGRA,FARDELA NEGRA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/27/2022 9:00 p. m.,257369,6305553,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,ALGARROBO,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,974,POINT (-71.60766305599998 -33.36190921813295)
417,1950,CANTERA,CANTERA SOLAR II SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/16/2022 8:00 p. m.,267182,6245703,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,975,POINT (-71.51794231499997 -33.90337397812606)
418,1951,FARAMALLA,PARQUE FOTOVOLTAICO FARAMALLA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/10/2022 9:00 p. m.,308924,6231104,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,ALHUE,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,976,POINT (-71.06997315199999 -34.04335608512432)
419,1952,SAN CARLOS SOLAR,SAN CARLOS SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.6,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/22/2022 9:00 p. m.,236470,5967276,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN CARLOS,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,977,POINT (-71.93862782799994 -36.40356538209841)
420,1953,TREBO,SOLAR TI DIECISIETE SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.97,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/1/2022 9:00 p. m.,281052,6273091,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,981,POINT (-71.36126626299995 -33.65954048712908)
421,1954,EL BLANCO,EMPRESA ELECTRICA DE AYSEN S.A.,FOTOVOLTAICO, ,NO APLICA,2.96,0,NO APLICA,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,11/30/2022 9:00 p. m.,271769,4925656,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COIHAYQUE,COIHAYQUE,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,988,POINT (-71.93616835699999 -45.78491749305712)
422,1955,LA GAMBOINA,PSF LA GAMBOINA SPA,FOTOVOLTAICO,PMGD,NO APLICA,5.0,0,202106001117/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/1/2023 9:00 p. m.,344241,6219457,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COMISION NACIONAL DE ENERGIA,6/29/2021 8:00 p. m.,6/29/2023 8:00 p. m.,995,POINT (-70.68962374899996 -34.15419834612297)
423,1956,PLAYERON,PLAYERO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/1/2022 8:00 p. m.,188482,6024413,19 SUR,WGS 1984,MAULE,CAUQUENES,CHANCO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1135,POINT (-72.45031447999997 -35.87501950210372)
424,1957,MILAN A,GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,089/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/18/2022 8:00 p. m.,305860,6142060,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1137,POINT (-71.12336323099998 -34.84526746911485)
425,1958,BERGAMO,GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.8,0,089/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/2/2022 9:00 p. m.,305860,6142060,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1138,POINT (-71.12336323099998 -34.84526746911485)
426,1959,LOICA,LOICA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/15/2022 8:00 p. m.,247480,6055503,19 SUR,WGS 1984,MAULE,LINARES,SAN JAVIER,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1144,POINT (-71.78785490799999 -35.61202769110644)
427,1960,COLCHAGUA,PARQUE SOLAR LO PRADO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/20/2023 8:00 p. m.,276133,6177657,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PALMILLA,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1145,POINT (-71.43882367999998 -34.518441001118646)
428,1961,LOS TAURETES,CVE PROYECTO OCHO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/7/2023 9:00 p. m.,341387,6344302,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1147,POINT (-70.69836348699994 -33.02822935513728)
429,1962,SAN EMILIO SOLAR I,SAN EMILIO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/5/2022 8:00 p. m.,298513,6124159,19 SUR,WGS 1984,MAULE,CURICO,CURICO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1149,POINT (-71.20798640399994 -35.00514168911306)
430,1963,EL HUASO,PARQUE SOLAR SALAMANCA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/14/2022 8:00 p. m.,314506,6373116,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,CATEMU,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1151,POINT (-70.98026515599997 -32.76421957214084)
431,1964,LLIU LLIU,ANDINA SOLAR 6 SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/6/2022 8:00 p. m.,275833,6358664,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,QUILLOTA,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1152,POINT (-71.39633607399999 -32.887269036139195)
432,1965,MAIKONO,TORTOLA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/12/2023 9:00 p. m.,271562,6366399,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,QUINTERO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1153,POINT (-71.44004747899999 -32.81667527814017)
433,1966,MANAO,SOLAR TI DOCE SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/14/2022 9:00 p. m.,314072,6362148,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,LLAILLAY,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1154,POINT (-70.98709632999999 -32.86302510813954)
434,1967,IDAHUE DEL VERANO,PALPANA DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/18/2022 9:00 p. m.,305267,6201489,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,COLTAUCO,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1156,POINT (-71.11622242999994 -34.30958829012109)
435,1968,EL SHARON,EL SHARON SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/9/2022 8:00 p. m.,284764,6227609,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1158,POINT (-71.33238770299994 -34.070166782123984)
436,1969,RATULEMUS (EL ROSAL),GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/22/2022 9:00 p. m.,198254,6017776,19 SUR,WGS 1984,MAULE,CAUQUENES,CAUQUENES,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1159,POINT (-72.34476555999998 -35.93781595710304)
437,1970,HELIOS,PARSOSY HELIOS SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/23/2022 8:00 p. m.,315230,6364389,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,LLAILLAY,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1160,POINT (-70.97427898699993 -32.8430179391398)
438,1971,LIQUIDAMBAR,CVE PROYECTO SIETE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/18/2022 9:00 p. m.,355969,6367125,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,SAN ESTEBAN,COMISION NACIONAL DE ENERGIA,12/30/2021 9:00 p. m.,6/29/2023 8:00 p. m.,1163,POINT (-70.53870956199995 -32.824456787140065)
439,1972,MARAMBIO,PARQUE SOLAR COLINA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/29/2021 9:00 p. m.,292999,6261324,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1211,POINT (-71.23525826199995 -33.76798379312777)
440,1973,AROMO DEL VERANO,MISCANTI DE VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/3/2022 9:00 p. m.,327395,6212957,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,DONIHUE,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1217,POINT (-70.87357734299997 -34.21013738912231)
441,1974,VILLA MOSCOSO,CFT VILLA ALEMANA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/14/2022 9:00 p. m.,279258,6336067,19 SUR,WGS 1984,VALPARAISO,MARGA MARGA,VILLA ALEMANA,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1218,POINT (-71.36517868899995 -33.09162511413646)
442,1975,LAS PALMAS DEL VERANO SOLAR,CAPURATA DEL VERANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.8,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/23/2022 9:00 p. m.,268564,6276664,19 SUR,WGS 1984,VALPARAISO,SAN ANTONIO,SAN ANTONIO,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1219,POINT (-71.49490639099997 -33.624699432129525)
443,1976,LOS JOTES,PFV LOS JOTES SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/5/2023 9:00 p. m.,303023,6406562,19 SUR,WGS 1984,VALPARAISO,PETORCA,CABILDO,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1221,POINT (-71.09574655299997 -32.46071146714504)
444,1977,EL TIUQUE,PFV EL TIUQUE SPA,FOTOVOLTAICO,PMGD,NO APLICA,1.5,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/28/2022 8:00 p. m.,256483,6055704,19 SUR,WGS 1984,MAULE,LINARES,SAN JAVIER,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1225,POINT (-71.68849966199998 -35.61247556010643)
445,1978,PMGD CAUQUENES,GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/10/2022 9:00 p. m.,200615,6018844,19 SUR,WGS 1984,MAULE,CAUQUENES,CAUQUENES,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1252,POINT (-72.31823195399994 -35.928929095103136)
446,1979,LO CHACON,PFV LO CHACON SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/14/2022 9:00 p. m.,286150,6237007,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1254,POINT (-71.31507689899996 -33.98576089612507)
447,1980,RIO PEUCO,NUEVA ESPERANZA SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.75,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/29/2022 9:00 p. m.,342769,6243202,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1259,POINT (-70.70130364799996 -33.93991986612561)
448,1981,PFV MALLOCO,PLANTA SOLAR PENAFLOR II SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.5,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/19/2023 9:00 p. m.,324433,6277786,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,PENAFLOR,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1264,POINT (-70.89274362099997 -33.625268942129566)
449,1982,SAMO BAJO,SAMO BAJO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.78,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/11/2023 9:00 p. m.,294089,6617976,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1265,POINT (-71.14670848799994 -30.552979525173477)
450,1983,DON MARTIN,PARQUE SOLAR ALBOR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.75,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/10/2022 9:00 p. m.,216592,5833969,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1298,POINT (-72.21008901099998 -37.59773402808766)
451,1984,ALBOR SOLAR,PARQUE SOLAR ALBOR SPA,FOTOVOLTAICO,PMGD,NO APLICA,5.2,0,044/2021,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/30/2023 9:00 p. m.,216618,5834253,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,1299,POINT (-72.20968504099994 -37.59518622108766)
452,1985,SAN JOSE,IMPULSO SOLAR SAN JOSE II SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,20211600129/2022,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/19/2022 8:00 p. m.,232752,5957559,19 SUR,WGS 1984,NUBLE,PUNILLA,SAN CARLOS,COMISION NACIONAL DE ENERGIA,6/29/2022 8:00 p. m.,6/29/2023 8:00 p. m.,1301,POINT (-71.98338764199997 -36.49002084909757)
453,1986,COYUNCHE,PER PARINACOTA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/17/2023 8:00 p. m.,210532,5855238,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LOS ANGELES,COMISION NACIONAL DE ENERGIA,12/30/2022 9:00 p. m.,6/29/2023 8:00 p. m.,1322,POINT (-72.27026005699997 -37.40445016808931)
454,1987,PFV REN,MILLARAY FOTOVOLTAICA SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/24/2023 8:00 p. m.,182539,5821760,19 SUR,WGS 1984,LA ARAUCANIA,MALLECO,RENAICO,COMISION NACIONAL DE ENERGIA,12/30/2022 9:00 p. m.,6/29/2023 8:00 p. m.,1324,POINT (-72.60044346699993 -37.696448445086816)
455,1988,PELUMPEN SOLAR,CVE PROYECTO DIECIOCHO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/7/2023 9:00 p. m.,298952,6342799,19 SUR,WGS 1984,VALPARAISO,MARGA MARGA,OLMUE,COMISION NACIONAL DE ENERGIA,12/30/2022 9:00 p. m.,6/29/2023 8:00 p. m.,1327,POINT (-71.15282106199999 -33.03476810013723)
456,1989,CONCON,ABASTIBLE S.A.,FOTOVOLTAICO,PMGD,NO APLICA,0.118,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/18/2023 9:00 p. m.,267342,6353847,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CONCON,COMISION NACIONAL DE ENERGIA,12/30/2022 9:00 p. m.,6/29/2023 8:00 p. m.,1423,POINT (-71.48824652299999 -32.928907986138626)
