,OBJECTID,ID_GE_GEOT,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
0,6,2,CERRO PABELLON,GEOTERMICA DEL NORTE S.A.,GEOTERMIA, ,NO APLICA,83.37,0,086/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/30/2019 8:00 p. m.,587387,7582977,19 SUR,WGS 1984,ANTOFAGASTA,EL LOA,OLLAGUE,COMISION NACIONAL DE ENERGIA,6/30/2017 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-68.15427689099994 -21.8550476053474),-21.8550476053474,-68.15427689099994
