,OBJECTID,ID_GE_HIDRO,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
69,1470,117,GUAYACAN,ENERGIA COYANCO S.A.,HIDRAULICA PASADA, ,NO APLICA,11.8432,2,187/2009,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/29/2011 9:00 p. m.,373847,6281050,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.35971812399998 -33.60284347212982),-33.60284347212982,-70.35971812399998
70,1471,119,HIDROBONITO MC1,HIDROENESUR S.A.,HIDRAULICA PASADA,PMG,NO APLICA,8.9546,2,001/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2013 8:00 p. m.,213378,5464790,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUERTO OCTAY,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.40353364099997 -40.9177860530661),-40.9177860530661,-72.40353364099997
71,1472,120,HIDROBONITO MC2,HIDROENESUR S.A.,HIDRAULICA PASADA,PMG,NO APLICA,3.15,1,001/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2013 8:00 p. m.,213378,5464790,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUERTO OCTAY,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.40353364099997 -40.9177860530661),-40.9177860530661,-72.40353364099997
72,1473,122,LOS PORTONES,LOS PORTONES S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.995,2,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/22/2017 9:00 p. m.,225123,5530338,19 SUR,WGS 1984,LOS RIOS,RANCO,LAGO RANCO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.23567614999996 -40.332257746068976),-40.332257746068976,-72.23567614999996
73,1474,123,HORNITOS,RIO TRANQUILO S.A.,HIDRAULICA PASADA, ,NO APLICA,60.8475,1,081/2004,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/2007 9:00 p. m.,381850,6359030,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,LOS ANDES,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.26331720999997 -32.900553733139034),-32.900553733139034,-70.26331720999997
74,1475,127,ISLA,ENEL GENERACION,HIDRAULICA PASADA, ,NO APLICA,69.881,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1962 8:00 p. m.,334210,6035575,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.83501027899996 -35.809966775104364),-35.809966775104364,-70.83501027899996
75,1476,128,ITATA,ELECTRICA PUNTILLA S.A.,HIDRAULICA PASADA, ,NO APLICA,19.43,2,226/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/8/2016 9:00 p. m.,217121,5894875,19 SUR,WGS 1984,NUBLE,DIGUILLIN,YUNGAY,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.18089286299994 -37.04974829409241),-37.04974829409241,-72.18089286299994
76,1477,129,JUNCAL,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,29.127,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1993 9:00 p. m.,375762,6357133,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,LOS ANDES,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.32865382299997 -32.9169864271388),-32.9169864271388,-70.32865382299997
77,1478,130,JUNCALITO,COLBUN S.A.,HIDRAULICA PASADA,PMG,NO APLICA,1.52,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1993 9:00 p. m.,381258,6358960,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,LOS ANDES,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.26965482799994 -32.901120902138985),-32.901120902138985,-70.26965482799994
78,1479,131,LA ARENA,EMPRESA ELECTRICA LA ARENA SPA,HIDRAULICA PASADA,PMGD,NO APLICA,6.783,1,131/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/10/2011 9:00 p. m.,196561,5379190,19 SUR,WGS 1984,LOS LAGOS,LLANQUIHUE,PUERTO MONTT,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.64551610399997 -41.68124353506286),-41.68124353506286,-72.64551610399997
79,1480,133,LA BIFURCADA,HIDRO MUNILQUE SPA,HIDRAULICA PASADA,PMGD,NO APLICA,0.226,1,441/2015,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/8/2017 9:00 p. m.,223995,5823803,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.13019409299994 -37.69147786908688),-37.69147786908688,-72.13019409299994
80,1481,134,LA COMPANIA II,EMPRESA ELECTRICA LA COMPANIA SPA,HIDRAULICA PASADA,PMGD,NO APLICA,2.555,2,002/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/13/2020 8:00 p. m.,348134,6220093,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,CODEGUA,COMISION NACIONAL DE ENERGIA,5/23/2017 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.64729792499998 -34.14903877512303),-34.14903877512303,-70.64729792499998
81,1482,135,LA CONFLUENCIA,HIDROELECTRICA LA CONFLUENCIA S.A.,HIDRAULICA PASADA, ,NO APLICA,162.792,2,282/2007,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/30/2011 9:00 p. m.,357882,6144320,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.55422062699995 -34.83349753011502),-34.83349753011502,-70.55422062699995
82,1483,137,LA HIGUERA,HIDROELECTRICA LA HIGUERA S.A.,HIDRAULICA PASADA, ,NO APLICA,154.6125,2,116/2004,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/1/2011 9:00 p. m.,343078,6153170,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.71440553499997 -34.751550491115935),-34.751550491115935,-70.71440553499997
83,1484,138,LA MINA,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,36.73,2,085/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/20/2018 9:00 p. m.,340321,6034500,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,12/19/2012 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.76761621299994 -35.82066789610426),-35.82066789610426,-70.76761621299994
84,1485,139,LA MONTANA,HIDROELCTRICA PUMA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,2.975,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/15/2016 9:00 p. m.,334109,6132560,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.81642937399994 -34.93589263811383),-34.93589263811383,-70.81642937399994
85,1486,140,LA MONTANA II,HIDROELECTRICA RIO CLARO S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.8842,1,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/2/2017 9:00 p. m.,331196,6132595,19 SUR,WGS 1984,MAULE,CURICO,TENO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.84830369299993 -34.935096195113836),-34.935096195113836,-70.84830369299993
86,1487,141,LA PALOMA,HIDROPALOMA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,4.416,2,169/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/28/2010 9:00 p. m.,304885,6601830,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.03726599899994 -30.700391120171144),-30.700391120171144,-71.03726599899994
87,1488,143,LA VINA-ALTO LA VINA,HIDRO MUNILQUE SPA,HIDRAULICA PASADA,PMGD,NO APLICA,0.5421,2,441/2015,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/27/2017 9:00 p. m.,216940,5827219,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.20876614299993 -37.65858649308712),-37.65858649308712,-72.20876614299993
88,1489,144,LAGO ATRAVESADO,EDELAYSEN,HIDRAULICA PASADA, ,NO APLICA,11.0,2,017/2000,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2002 9:00 p. m.,244225,4927785,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COIHAYQUE,COIHAYQUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.28883514699999 -45.75613774605711),-45.75613774605711,-72.28883514699999
89,1490,145,LAJA I,EOLICA MONTE REDONDO S.A.,HIDRAULICA PASADA, ,NO APLICA,34.056,2,248/2008,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/27/2015 9:00 p. m.,186842,5872212,19 SUR,WGS 1984,BIOBIO,BIO-BIO,LAJA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.53028941599996 -37.24403849309066),-37.24403849309066,-72.53028941599996
90,1491,147,LAS FLORES,HIDROELECTRICA LAS FLORES S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.4,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/7/2015 9:00 p. m.,218338,5557610,19 SUR,WGS 1984,LOS RIOS,RANCO,FUTRONO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.30347676499997 -40.08470140507032),-40.08470140507032,-72.30347676499997
91,1492,151,LAS VERTIENTES,ELECTRICA PUNTILLA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.8646,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/22/2013 9:00 p. m.,363629,6282048,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,PIRQUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.46966793899998 -33.59258568212999),-33.59258568212999,-70.46966793899998
92,1493,152,LICAN,EMPRESA ELECTRICA LICAN S.A.,HIDRAULICA PASADA, ,NO APLICA,17.955,2,000/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/3/2011 8:00 p. m.,212266,5498080,19 SUR,WGS 1984,LOS RIOS,RANCO,RIO BUENO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.40139941399997 -40.61803123906748),-40.61803123906748,-72.40139941399997
93,1494,154,LIRCAY,HIDROLIRCAY,HIDRAULICA PASADA, ,NO APLICA,18.9525,2,414/2006,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/8/2009 9:00 p. m.,294988,6065020,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.26135602399995 -35.537277829107225),-35.537277829107225,-71.26135602399995
94,1495,156,LLAUQUEREO,HIDROELECTRICA LLEUQUEREO S.A.,HIDRAULICA PASADA,PMG,NO APLICA,1.755,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/6/2015 9:00 p. m.,277063,5839243,19 SUR,WGS 1984,BIOBIO,BIO-BIO,SANTA BARBARA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.52423691599995 -37.566885113087906),-37.566885113087906,-71.52423691599995
95,1496,157,LOMA ALTA,EMPRESA ELECTRICA PEHUENCHE S.A.,HIDRAULICA PASADA, ,NO APLICA,39.932,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1996 9:00 p. m.,320898,6037440,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.98185749699996 -35.790822686104555),-35.790822686104555,-70.98185749699996
96,1497,159,LOS BAJOS,CARBOMET ENERGIA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,5.4725,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1943 8:00 p. m.,352088,6277128,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.59482166199996 -33.63540473212943),-33.63540473212943,-70.59482166199996
97,1498,160,LOS COLONOS,EMPRESA ELECTRICA RIO PUMA SPA.,HIDRAULICA PASADA,PMGD,NO APLICA,0.6399,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/10/2014 8:00 p. m.,189889,5453900,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUERTO OCTAY,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.68737979499997 -41.00711998506567),-41.00711998506567,-72.68737979499997
98,1499,162,LOS CORRALES,AGRICOLA ALEJANDRO PONCE EIRL,HIDRAULICA PASADA,PMGD,NO APLICA,0.8,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/17/2010 8:00 p. m.,219714,5495120,19 SUR,WGS 1984,LOS RIOS,RANCO,PUYEHUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.31481372299999 -40.64721091406737),-40.64721091406737,-72.31481372299999
99,1500,163,LOS CORRALES II,AGRICOLA ALEJANDRO PONCE EIRL,HIDRAULICA PASADA,PMGD,NO APLICA,1.025,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/5/2013 9:00 p. m.,219713,5495124,19 SUR,WGS 1984,LOS RIOS,RANCO,RIO BUENO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.31482374799998 -40.64717460006735),-40.64717460006735,-72.31482374799998
100,1501,164,LOS HIERROS,EMPRESA ELECTRICAS AGUAS DEL MELADO S.A.,HIDRAULICA PASADA, ,NO APLICA,25.0,2,190/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/11/2014 9:00 p. m.,313639,6029850,19 SUR,WGS 1984,MAULE,LINARES,COLBUN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.06390683899998 -35.85786073710387),-35.85786073710387,-71.06390683899998
101,1502,165,LOS HIERROS II,EMPRESA ELECTRICA PORTEZUELO SPA.,HIDRAULICA PASADA,PMG,NO APLICA,6.0,1,007/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/20/2015 9:00 p. m.,312240,6031820,19 SUR,WGS 1984,MAULE,LINARES,COLBUN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.07892779199994 -35.839843509104085),-35.839843509104085,-71.07892779199994
102,1503,168,LOS MOLLES,ENEL GENERACION,HIDRAULICA PASADA, ,NO APLICA,17.9514,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1951 8:00 p. m.,348112,6597668,19 SUR,WGS 1984,COQUIMBO,LIMARI,MONTE PATRIA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.58669873199995 -30.744229471170474),-30.744229471170474,-70.58669873199995
103,1504,169,LOS MORROS,CIA. EMPRESA LOS MORROS S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,3.0535,5, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1929 8:00 p. m.,346425,6275666,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.65611198499994 -33.647783179129256),-33.647783179129256,-70.65611198499994
104,1505,170,LOS PADRES,LOS PADRES HIDRO S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,2.181,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/21/2014 8:00 p. m.,260858,5843123,19 SUR,WGS 1984,BIOBIO,BIO-BIO,QUILLECO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.70627497299995 -37.52788723708824),-37.52788723708824,-71.70627497299995
105,1506,174,LOS QUILOS,COLBUN S.A.,HIDRAULICA PASADA, ,NO APLICA,39.8003,3, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1942 8:00 p. m.,368282,6362640,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,SAN ESTEBAN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.40784198099993 -32.866449619139495),-32.866449619139495,-70.40784198099993
106,1507,175,MACHICURA,COLBUN S.A.,HIDRAULICA EMBALSE, ,NO APLICA,94.7625,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1984 9:00 p. m.,283144,6043075,19 SUR,WGS 1984,MAULE,LINARES,COLBUN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.39780104799996 -35.732451684105186),-35.732451684105186,-71.39780104799996
107,1508,176,MAISAN,ABASTIBLE S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,0.59,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/9/2013 9:00 p. m.,182611,5678630,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,PITRUFQUEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.66398895299994 -38.98381796307714),-38.98381796307714,-72.66398895299994
108,1509,177,MAITENES,AES ANDES,HIDRAULICA PASADA, ,NO APLICA,26.92,5, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1922 7:17 p. m.,382836,6289164,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CORDILLERA,SAN JOSE DE MAIPO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.26178821999997 -33.53070346913073),-33.53070346913073,-70.26178821999997
109,1510,178,MALALCAHUELLO,ELECTRICA CAREN,HIDRAULICA PASADA, ,NO APLICA,9.154,2,077/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/27/2016 9:00 p. m.,281349,5693183,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,MELIPEUCO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.52075931299999 -38.88303177107785),-38.88303177107785,-71.52075931299999
110,1511,179,MALLARAUCO,HIDROELECTRICA MALLARAUCO S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,3.3915,1,459/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/23/2011 8:00 p. m.,313991,6281790,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.00442199999998 -33.58740334312998),-33.58740334312998,-71.00442199999998
111,1512,180,MAMPIL,DUQUECO SPA,HIDRAULICA PASADA, ,NO APLICA,54.9065,2,220/1996,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/1999 9:00 p. m.,260786,5842176,19 SUR,WGS 1984,BIOBIO,BIO-BIO,SANTA BARBARA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.70739735499996 -37.53639491208822),-37.53639491208822,-71.70739735499996
112,1513,183,MARIA ELENA,GENERADORA ELECTRICA MARIA ELENA LTDA.,HIDRAULICA PASADA,PMGD,NO APLICA,0.285,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/13/2014 9:00 p. m.,205658,5480710,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUYEHUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.48752412999994 -40.77189727806679),-40.77189727806679,-72.48752412999994
113,1514,184,MARIPOSAS,HIDROELECTRICA RIO LIRCAY S.A.,HIDRAULICA PASADA,PMG,NO APLICA,6.2855,1,139/2009,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/25/2011 9:00 p. m.,294883,6058490,19 SUR,WGS 1984,MAULE,TALCA,SAN CLEMENTE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-71.26416869899998 -35.59608841010665),-35.59608841010665,-71.26416869899998
114,1515,185,MCH DOSAL,DOSAL HNOS. Y CIA. LTDA.,HIDRAULICA PASADA,PMGD,NO APLICA,0.2696,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/16/2015 9:00 p. m.,336570,6038143,19 SUR,WGS 1984,MAULE,CURICO,CURICO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.80837619999994 -35.78722045310461),-35.78722045310461,-70.80837619999994
115,1516,187,MELO,SOCER S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,2.97,1,204/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/6/2017 9:00 p. m.,223355,5868660,19 SUR,WGS 1984,BIOBIO,BIO-BIO,QUILLECO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.12058539399999 -37.287562675090285),-37.287562675090285,-72.12058539399999
116,1517,190,MINIHIDRO SANTA ROSA,ENERNUEVAS S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,1.25,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/25/2015 9:00 p. m.,388442,7754845,19 SUR,WGS 1984,TARAPACA,IQUIQUE,LLANQUIHUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-70.06846534999994 -20.30103199338533),-20.30103199338533,-70.06846534999994
117,1518,192,MOLINERA VILLARRICA,CIA MOLINERA VILLARRICA LTDA,HIDRAULICA PASADA,PMGD,NO APLICA,0.5966,1, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/2/2016 9:00 p. m.,221635,5645156,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,VILLARRICA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.22793836199997 -39.29825179307505),-39.29825179307505,-72.22793836199997
118,1519,196,MONREAL,EDELAYSEN,HIDRAULICA PASADA, ,NO APLICA,3.0,1, ,SISTEMA ELECTRICO DE AYSEN,OPERATIVA,12/31/2012 9:00 p. m.,262408,4915840,19 SUR,WGS 1984,AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COIHAYQUE,COIHAYQUE,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.06126357999995 -45.869985005057224),-45.869985005057224,-72.06126357999995
119,1520,198,MSA-I,MINICENTRALES ARAUCANIA S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,3.0,3,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/30/2018 8:00 p. m.,235771,5659715,19 SUR,WGS 1984,LA ARAUCANIA,CAUTIN,VILLARRICA,COMISION NACIONAL DE ENERGIA,11/20/2014 9:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.05854279299996 -39.17167635207587),-39.17167635207587,-72.05854279299996
120,1521,199,MUCHI,HIDROMUCHI S.A.,HIDRAULICA PASADA,PMGD,NO APLICA,0.9975,2, ,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/21/2011 9:00 p. m.,225803,5532143,19 SUR,WGS 1984,LOS RIOS,RANCO,LAGO RANCO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.22690963899998 -40.31624534106904),-40.31624534106904,-72.22690963899998
121,1522,200,MUNILQUE,PMGD BUREO,HIDRAULICA PASADA,PMGD,NO APLICA,0.5469,1,229/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/12/2015 9:00 p. m.,197305,5835760,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.42746110099995 -37.575479250087795),-37.575479250087795,-72.42746110099995
122,1523,201,MUNILQUE II,PMGD BUREO,HIDRAULICA PASADA,PMGD,NO APLICA,0.5469,1,229/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/12/2015 9:00 p. m.,196964,5836102,19 SUR,WGS 1984,BIOBIO,BIO-BIO,MULCHEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.43117460399998 -37.57229003708786),-37.57229003708786,-72.43117460399998
123,1524,202,NALCAS,HIDROENESUR S.A.,HIDRAULICA PASADA,PMG,NO APLICA,6.783,3,420/2009,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/13/2012 9:00 p. m.,218628,5467510,19 SUR,WGS 1984,LOS LAGOS,OSORNO,PUERTO OCTAY,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,POINT (-72.34006142899995 -40.895147225066175),-40.895147225066175,-72.34006142899995
