Fecha y Hora;Nombre Central;Generación Real (MWh)
26-07-2023 21:00;PFV ANDES SOLAR II-B;100
26-07-2023 22:00;PFV ANDES SOLAR II-B;100
26-07-2023 23:00;PFV ANDES SOLAR II-B;39
26-07-2023 23:59;PFV ANDES SOLAR II-B;0
27-07-2023 1:00;PFV ANDES SOLAR II-B;0
27-07-2023 2:00;PFV ANDES SOLAR II-B;0
27-07-2023 3:00;PFV ANDES SOLAR II-B;0
27-07-2023 4:00;PFV ANDES SOLAR II-B;0
27-07-2023 5:00;PFV ANDES SOLAR II-B;0
27-07-2023 6:00;PFV ANDES SOLAR II-B;0
27-07-2023 7:00;PFV ANDES SOLAR II-B;0
27-07-2023 8:00;PFV ANDES SOLAR II-B;3
27-07-2023 9:00;PFV ANDES SOLAR II-B;49
27-07-2023 10:00;PFV ANDES SOLAR II-B;60
27-07-2023 11:00;PFV ANDES SOLAR II-B;51
27-07-2023 12:00;PFV ANDES SOLAR II-B;3
27-07-2023 13:00;PFV ANDES SOLAR II-B;3
27-07-2023 14:00;PFV ANDES SOLAR II-B;3
27-07-2023 15:00;PFV ANDES SOLAR II-B;3
27-07-2023 16:00;PFV ANDES SOLAR II-B;3
27-07-2023 17:00;PFV ANDES SOLAR II-B;3
27-07-2023 18:00;PFV ANDES SOLAR II-B;8
27-07-2023 19:00;PFV ANDES SOLAR II-B;93
27-07-2023 20:00;PFV ANDES SOLAR II-B;100
27-07-2023 21:00;PFV ANDES SOLAR II-B;100
27-07-2023 22:00;PFV ANDES SOLAR II-B;100
27-07-2023 23:00;PFV ANDES SOLAR II-B;42
27-07-2023 23:59;PFV ANDES SOLAR II-B;0
28-07-2023 1:00;PFV ANDES SOLAR II-B;0
28-07-2023 2:00;PFV ANDES SOLAR II-B;0
28-07-2023 3:00;PFV ANDES SOLAR II-B;0
28-07-2023 4:00;PFV ANDES SOLAR II-B;0
28-07-2023 5:00;PFV ANDES SOLAR II-B;0
28-07-2023 6:00;PFV ANDES SOLAR II-B;0
28-07-2023 7:00;PFV ANDES SOLAR II-B;0
28-07-2023 8:00;PFV ANDES SOLAR II-B;5
28-07-2023 9:00;PFV ANDES SOLAR II-B;51
28-07-2023 10:00;PFV ANDES SOLAR II-B;83
28-07-2023 11:00;PFV ANDES SOLAR II-B;9
28-07-2023 12:00;PFV ANDES SOLAR II-B;3
28-07-2023 13:00;PFV ANDES SOLAR II-B;3
28-07-2023 14:00;PFV ANDES SOLAR II-B;3
28-07-2023 15:00;PFV ANDES SOLAR II-B;4
28-07-2023 16:00;PFV ANDES SOLAR II-B;5
28-07-2023 17:00;PFV ANDES SOLAR II-B;5
28-07-2023 18:00;PFV ANDES SOLAR II-B;5
28-07-2023 19:00;PFV ANDES SOLAR II-B;96
28-07-2023 20:00;PFV ANDES SOLAR II-B;100
28-07-2023 21:00;PFV ANDES SOLAR II-B;100
28-07-2023 22:00;PFV ANDES SOLAR II-B;100
28-07-2023 23:00;PFV ANDES SOLAR II-B;44
28-07-2023 23:59;PFV ANDES SOLAR II-B;0
30-07-2023 1:00;PFV ANDES SOLAR II-B;0
30-07-2023 2:00;PFV ANDES SOLAR II-B;0
30-07-2023 3:00;PFV ANDES SOLAR II-B;0
30-07-2023 4:00;PFV ANDES SOLAR II-B;0
30-07-2023 5:00;PFV ANDES SOLAR II-B;0
30-07-2023 6:00;PFV ANDES SOLAR II-B;0
30-07-2023 7:00;PFV ANDES SOLAR II-B;0
30-07-2023 8:00;PFV ANDES SOLAR II-B;2
30-07-2023 9:00;PFV ANDES SOLAR II-B;5
30-07-2023 10:00;PFV ANDES SOLAR II-B;5
30-07-2023 11:00;PFV ANDES SOLAR II-B;5
30-07-2023 12:00;PFV ANDES SOLAR II-B;5
30-07-2023 13:00;PFV ANDES SOLAR II-B;5
30-07-2023 14:00;PFV ANDES SOLAR II-B;5
30-07-2023 15:00;PFV ANDES SOLAR II-B;5
30-07-2023 16:00;PFV ANDES SOLAR II-B;5
30-07-2023 17:00;PFV ANDES SOLAR II-B;5
30-07-2023 18:00;PFV ANDES SOLAR II-B;11
30-07-2023 19:00;PFV ANDES SOLAR II-B;104
30-07-2023 20:00;PFV ANDES SOLAR II-B;104
30-07-2023 21:00;PFV ANDES SOLAR II-B;104
30-07-2023 22:00;PFV ANDES SOLAR II-B;104
30-07-2023 23:00;PFV ANDES SOLAR II-B;31
30-07-2023 23:59;PFV ANDES SOLAR II-B;0
31-07-2023 1:00;PFV ANDES SOLAR II-B;0
31-07-2023 2:00;PFV ANDES SOLAR II-B;0
31-07-2023 3:00;PFV ANDES SOLAR II-B;0
31-07-2023 4:00;PFV ANDES SOLAR II-B;0
31-07-2023 5:00;PFV ANDES SOLAR II-B;0
31-07-2023 6:00;PFV ANDES SOLAR II-B;0
31-07-2023 7:00;PFV ANDES SOLAR II-B;0
31-07-2023 8:00;PFV ANDES SOLAR II-B;2
31-07-2023 9:00;PFV ANDES SOLAR II-B;19
31-07-2023 10:00;PFV ANDES SOLAR II-B;5
31-07-2023 11:00;PFV ANDES SOLAR II-B;5
31-07-2023 12:00;PFV ANDES SOLAR II-B;5
31-07-2023 13:00;PFV ANDES SOLAR II-B;5
31-07-2023 14:00;PFV ANDES SOLAR II-B;5
31-07-2023 15:00;PFV ANDES SOLAR II-B;5
31-07-2023 16:00;PFV ANDES SOLAR II-B;5
31-07-2023 17:00;PFV ANDES SOLAR II-B;5
31-07-2023 18:00;PFV ANDES SOLAR II-B;13
31-07-2023 19:00;PFV ANDES SOLAR II-B;78
31-07-2023 20:00;PFV ANDES SOLAR II-B;100
31-07-2023 21:00;PFV ANDES SOLAR II-B;100
31-07-2023 22:00;PFV ANDES SOLAR II-B;100
31-07-2023 23:00;PFV ANDES SOLAR II-B;62
31-07-2023 23:59;PFV ANDES SOLAR II-B;0
01-08-2023 1:00;PFV ANDES SOLAR II-B;0
01-08-2023 2:00;PFV ANDES SOLAR II-B;0
01-08-2023 3:00;PFV ANDES SOLAR II-B;0
01-08-2023 4:00;PFV ANDES SOLAR II-B;0
01-08-2023 5:00;PFV ANDES SOLAR II-B;0
01-08-2023 6:00;PFV ANDES SOLAR II-B;0
01-08-2023 7:00;PFV ANDES SOLAR II-B;0
01-08-2023 8:00;PFV ANDES SOLAR II-B;1
01-08-2023 9:00;PFV ANDES SOLAR II-B;3
01-08-2023 10:00;PFV ANDES SOLAR II-B;3
01-08-2023 11:00;PFV ANDES SOLAR II-B;3
01-08-2023 12:00;PFV ANDES SOLAR II-B;3
01-08-2023 13:00;PFV ANDES SOLAR II-B;3
01-08-2023 14:00;PFV ANDES SOLAR II-B;3
01-08-2023 15:00;PFV ANDES SOLAR II-B;3
01-08-2023 16:00;PFV ANDES SOLAR II-B;3
01-08-2023 17:00;PFV ANDES SOLAR II-B;3
01-08-2023 18:00;PFV ANDES SOLAR II-B;3
01-08-2023 19:00;PFV ANDES SOLAR II-B;80
01-08-2023 20:00;PFV ANDES SOLAR II-B;102
01-08-2023 21:00;PFV ANDES SOLAR II-B;102
01-08-2023 22:00;PFV ANDES SOLAR II-B;102
01-08-2023 23:00;PFV ANDES SOLAR II-B;71
01-08-2023 23:59;PFV ANDES SOLAR II-B;0
02-08-2023 1:00;PFV ANDES SOLAR II-B;0
02-08-2023 2:00;PFV ANDES SOLAR II-B;0
02-08-2023 3:00;PFV ANDES SOLAR II-B;0
02-08-2023 4:00;PFV ANDES SOLAR II-B;0
02-08-2023 5:00;PFV ANDES SOLAR II-B;0
02-08-2023 6:00;PFV ANDES SOLAR II-B;0
02-08-2023 7:00;PFV ANDES SOLAR II-B;0
02-08-2023 8:00;PFV ANDES SOLAR II-B;6
02-08-2023 9:00;PFV ANDES SOLAR II-B;19
02-08-2023 10:00;PFV ANDES SOLAR II-B;3
02-08-2023 11:00;PFV ANDES SOLAR II-B;3
02-08-2023 12:00;PFV ANDES SOLAR II-B;3
02-08-2023 13:00;PFV ANDES SOLAR II-B;3
02-08-2023 14:00;PFV ANDES SOLAR II-B;3
02-08-2023 15:00;PFV ANDES SOLAR II-B;3
02-08-2023 16:00;PFV ANDES SOLAR II-B;3
02-08-2023 17:00;PFV ANDES SOLAR II-B;3
02-08-2023 18:00;PFV ANDES SOLAR II-B;41
02-08-2023 19:00;PFV ANDES SOLAR II-B;100
02-08-2023 20:00;PFV ANDES SOLAR II-B;100
02-08-2023 21:00;PFV ANDES SOLAR II-B;100
02-08-2023 22:00;PFV ANDES SOLAR II-B;100
02-08-2023 23:00;PFV ANDES SOLAR II-B;18
02-08-2023 23:59;PFV ANDES SOLAR II-B;0
03-08-2023 1:00;PFV ANDES SOLAR II-B;0
03-08-2023 2:00;PFV ANDES SOLAR II-B;0
03-08-2023 3:00;PFV ANDES SOLAR II-B;0
03-08-2023 4:00;PFV ANDES SOLAR II-B;0
03-08-2023 5:00;PFV ANDES SOLAR II-B;0
03-08-2023 6:00;PFV ANDES SOLAR II-B;0
03-08-2023 7:00;PFV ANDES SOLAR II-B;0
03-08-2023 8:00;PFV ANDES SOLAR II-B;6
03-08-2023 9:00;PFV ANDES SOLAR II-B;19
03-08-2023 10:00;PFV ANDES SOLAR II-B;3
03-08-2023 11:00;PFV ANDES SOLAR II-B;3
03-08-2023 12:00;PFV ANDES SOLAR II-B;3
03-08-2023 13:00;PFV ANDES SOLAR II-B;3
03-08-2023 14:00;PFV ANDES SOLAR II-B;3
03-08-2023 15:00;PFV ANDES SOLAR II-B;3
03-08-2023 16:00;PFV ANDES SOLAR II-B;3
03-08-2023 17:00;PFV ANDES SOLAR II-B;3
03-08-2023 18:00;PFV ANDES SOLAR II-B;41
03-08-2023 19:00;PFV ANDES SOLAR II-B;100
03-08-2023 20:00;PFV ANDES SOLAR II-B;100
03-08-2023 21:00;PFV ANDES SOLAR II-B;100
03-08-2023 22:00;PFV ANDES SOLAR II-B;100
03-08-2023 23:00;PFV ANDES SOLAR II-B;18
03-08-2023 23:59;PFV ANDES SOLAR II-B;0
04-08-2023 1:00;PFV ANDES SOLAR II-B;0
04-08-2023 2:00;PFV ANDES SOLAR II-B;0
04-08-2023 3:00;PFV ANDES SOLAR II-B;0
04-08-2023 4:00;PFV ANDES SOLAR II-B;0
04-08-2023 5:00;PFV ANDES SOLAR II-B;0
04-08-2023 6:00;PFV ANDES SOLAR II-B;0
04-08-2023 7:00;PFV ANDES SOLAR II-B;0
04-08-2023 8:00;PFV ANDES SOLAR II-B;1
04-08-2023 9:00;PFV ANDES SOLAR II-B;3
04-08-2023 10:00;PFV ANDES SOLAR II-B;3
04-08-2023 11:00;PFV ANDES SOLAR II-B;3
04-08-2023 12:00;PFV ANDES SOLAR II-B;3
04-08-2023 13:00;PFV ANDES SOLAR II-B;3
04-08-2023 14:00;PFV ANDES SOLAR II-B;3
04-08-2023 15:00;PFV ANDES SOLAR II-B;3
04-08-2023 16:00;PFV ANDES SOLAR II-B;3
04-08-2023 17:00;PFV ANDES SOLAR II-B;3
04-08-2023 18:00;PFV ANDES SOLAR II-B;20
04-08-2023 19:00;PFV ANDES SOLAR II-B;95
04-08-2023 20:00;PFV ANDES SOLAR II-B;95
04-08-2023 21:00;PFV ANDES SOLAR II-B;95
04-08-2023 22:00;PFV ANDES SOLAR II-B;95
04-08-2023 23:00;PFV ANDES SOLAR II-B;20
04-08-2023 23:59;PFV ANDES SOLAR II-B;0
05-08-2023 1:00;PFV ANDES SOLAR II-B;0
05-08-2023 2:00;PFV ANDES SOLAR II-B;0
05-08-2023 3:00;PFV ANDES SOLAR II-B;0
05-08-2023 4:00;PFV ANDES SOLAR II-B;0
05-08-2023 5:00;PFV ANDES SOLAR II-B;0
05-08-2023 6:00;PFV ANDES SOLAR II-B;0
05-08-2023 7:00;PFV ANDES SOLAR II-B;0
05-08-2023 8:00;PFV ANDES SOLAR II-B;2
05-08-2023 9:00;PFV ANDES SOLAR II-B;6
05-08-2023 10:00;PFV ANDES SOLAR II-B;3
05-08-2023 11:00;PFV ANDES SOLAR II-B;3
05-08-2023 12:00;PFV ANDES SOLAR II-B;3
05-08-2023 13:00;PFV ANDES SOLAR II-B;3
05-08-2023 14:00;PFV ANDES SOLAR II-B;56
05-08-2023 15:00;PFV ANDES SOLAR II-B;69
05-08-2023 16:00;PFV ANDES SOLAR II-B;42
05-08-2023 17:00;PFV ANDES SOLAR II-B;20
05-08-2023 18:00;PFV ANDES SOLAR II-B;5
05-08-2023 19:00;PFV ANDES SOLAR II-B;95
05-08-2023 20:00;PFV ANDES SOLAR II-B;95
05-08-2023 21:00;PFV ANDES SOLAR II-B;95
05-08-2023 22:00;PFV ANDES SOLAR II-B;95
05-08-2023 23:00;PFV ANDES SOLAR II-B;24
05-08-2023 23:59;PFV ANDES SOLAR II-B;0
06-08-2023 1:00;PFV ANDES SOLAR II-B;0
06-08-2023 2:00;PFV ANDES SOLAR II-B;0
06-08-2023 3:00;PFV ANDES SOLAR II-B;0
06-08-2023 4:00;PFV ANDES SOLAR II-B;0
06-08-2023 5:00;PFV ANDES SOLAR II-B;0
06-08-2023 6:00;PFV ANDES SOLAR II-B;0
06-08-2023 7:00;PFV ANDES SOLAR II-B;0
06-08-2023 8:00;PFV ANDES SOLAR II-B;2
06-08-2023 9:00;PFV ANDES SOLAR II-B;3
06-08-2023 10:00;PFV ANDES SOLAR II-B;3
06-08-2023 11:00;PFV ANDES SOLAR II-B;3
06-08-2023 12:00;PFV ANDES SOLAR II-B;3
06-08-2023 13:00;PFV ANDES SOLAR II-B;3
06-08-2023 14:00;PFV ANDES SOLAR II-B;52
06-08-2023 15:00;PFV ANDES SOLAR II-B;70
06-08-2023 16:00;PFV ANDES SOLAR II-B;54
06-08-2023 17:00;PFV ANDES SOLAR II-B;18
06-08-2023 18:00;PFV ANDES SOLAR II-B;45
06-08-2023 19:00;PFV ANDES SOLAR II-B;95
06-08-2023 20:00;PFV ANDES SOLAR II-B;95
06-08-2023 21:00;PFV ANDES SOLAR II-B;95
06-08-2023 22:00;PFV ANDES SOLAR II-B;71
06-08-2023 23:00;PFV ANDES SOLAR II-B;2
06-08-2023 23:59;PFV ANDES SOLAR II-B;0
07-08-2023 1:00;PFV ANDES SOLAR II-B;0
07-08-2023 2:00;PFV ANDES SOLAR II-B;0
07-08-2023 3:00;PFV ANDES SOLAR II-B;0
07-08-2023 4:00;PFV ANDES SOLAR II-B;0
07-08-2023 5:00;PFV ANDES SOLAR II-B;0
07-08-2023 6:00;PFV ANDES SOLAR II-B;0
07-08-2023 7:00;PFV ANDES SOLAR II-B;0
07-08-2023 8:00;PFV ANDES SOLAR II-B;4
07-08-2023 9:00;PFV ANDES SOLAR II-B;29
07-08-2023 10:00;PFV ANDES SOLAR II-B;78
07-08-2023 11:00;PFV ANDES SOLAR II-B;80
07-08-2023 12:00;PFV ANDES SOLAR II-B;80
07-08-2023 13:00;PFV ANDES SOLAR II-B;86
07-08-2023 14:00;PFV ANDES SOLAR II-B;90
07-08-2023 15:00;PFV ANDES SOLAR II-B;100
07-08-2023 16:00;PFV ANDES SOLAR II-B;39
07-08-2023 17:00;PFV ANDES SOLAR II-B;43
07-08-2023 18:00;PFV ANDES SOLAR II-B;60
07-08-2023 19:00;PFV ANDES SOLAR II-B;95
07-08-2023 20:00;PFV ANDES SOLAR II-B;95
07-08-2023 21:00;PFV ANDES SOLAR II-B;29
07-08-2023 22:00;PFV ANDES SOLAR II-B;0
07-08-2023 23:00;PFV ANDES SOLAR II-B;0
07-08-2023 23:59;PFV ANDES SOLAR II-B;0
08-08-2023 1:00;PFV ANDES SOLAR II-B;0
08-08-2023 2:00;PFV ANDES SOLAR II-B;0
08-08-2023 3:00;PFV ANDES SOLAR II-B;0
08-08-2023 4:00;PFV ANDES SOLAR II-B;0
08-08-2023 5:00;PFV ANDES SOLAR II-B;0
08-08-2023 6:00;PFV ANDES SOLAR II-B;0
08-08-2023 7:00;PFV ANDES SOLAR II-B;0
08-08-2023 8:00;PFV ANDES SOLAR II-B;4
08-08-2023 9:00;PFV ANDES SOLAR II-B;47
08-08-2023 10:00;PFV ANDES SOLAR II-B;16
08-08-2023 11:00;PFV ANDES SOLAR II-B;3
08-08-2023 12:00;PFV ANDES SOLAR II-B;3
08-08-2023 13:00;PFV ANDES SOLAR II-B;3
08-08-2023 14:00;PFV ANDES SOLAR II-B;3
08-08-2023 15:00;PFV ANDES SOLAR II-B;3
08-08-2023 16:00;PFV ANDES SOLAR II-B;3
08-08-2023 17:00;PFV ANDES SOLAR II-B;3
08-08-2023 18:00;PFV ANDES SOLAR II-B;39
08-08-2023 19:00;PFV ANDES SOLAR II-B;95
08-08-2023 20:00;PFV ANDES SOLAR II-B;95
08-08-2023 21:00;PFV ANDES SOLAR II-B;95
08-08-2023 22:00;PFV ANDES SOLAR II-B;94
08-08-2023 23:00;PFV ANDES SOLAR II-B;4
08-08-2023 23:59;PFV ANDES SOLAR II-B;0
09-08-2023 1:00;PFV ANDES SOLAR II-B;0
09-08-2023 2:00;PFV ANDES SOLAR II-B;0
09-08-2023 3:00;PFV ANDES SOLAR II-B;0
09-08-2023 4:00;PFV ANDES SOLAR II-B;0
09-08-2023 5:00;PFV ANDES SOLAR II-B;0
09-08-2023 6:00;PFV ANDES SOLAR II-B;0
09-08-2023 7:00;PFV ANDES SOLAR II-B;0
09-08-2023 8:00;PFV ANDES SOLAR II-B;2
09-08-2023 9:00;PFV ANDES SOLAR II-B;3
09-08-2023 10:00;PFV ANDES SOLAR II-B;3
09-08-2023 11:00;PFV ANDES SOLAR II-B;3
09-08-2023 12:00;PFV ANDES SOLAR II-B;3
09-08-2023 13:00;PFV ANDES SOLAR II-B;3
09-08-2023 14:00;PFV ANDES SOLAR II-B;3
09-08-2023 15:00;PFV ANDES SOLAR II-B;3
09-08-2023 16:00;PFV ANDES SOLAR II-B;24
09-08-2023 17:00;PFV ANDES SOLAR II-B;30
09-08-2023 18:00;PFV ANDES SOLAR II-B;33
09-08-2023 19:00;PFV ANDES SOLAR II-B;100
09-08-2023 20:00;PFV ANDES SOLAR II-B;100
09-08-2023 21:00;PFV ANDES SOLAR II-B;100
09-08-2023 22:00;PFV ANDES SOLAR II-B;83
09-08-2023 23:00;PFV ANDES SOLAR II-B;5
09-08-2023 23:59;PFV ANDES SOLAR II-B;0
10-08-2023 1:00;PFV ANDES SOLAR II-B;0
10-08-2023 2:00;PFV ANDES SOLAR II-B;0
10-08-2023 3:00;PFV ANDES SOLAR II-B;0
10-08-2023 4:00;PFV ANDES SOLAR II-B;0
10-08-2023 5:00;PFV ANDES SOLAR II-B;0
10-08-2023 6:00;PFV ANDES SOLAR II-B;0
10-08-2023 7:00;PFV ANDES SOLAR II-B;0
10-08-2023 8:00;PFV ANDES SOLAR II-B;8
10-08-2023 9:00;PFV ANDES SOLAR II-B;4
10-08-2023 10:00;PFV ANDES SOLAR II-B;3
10-08-2023 11:00;PFV ANDES SOLAR II-B;3
10-08-2023 12:00;PFV ANDES SOLAR II-B;3
10-08-2023 13:00;PFV ANDES SOLAR II-B;3
10-08-2023 14:00;PFV ANDES SOLAR II-B;3
10-08-2023 15:00;PFV ANDES SOLAR II-B;3
10-08-2023 16:00;PFV ANDES SOLAR II-B;4
10-08-2023 17:00;PFV ANDES SOLAR II-B;10
10-08-2023 18:00;PFV ANDES SOLAR II-B;41
10-08-2023 19:00;PFV ANDES SOLAR II-B;96
10-08-2023 20:00;PFV ANDES SOLAR II-B;95
10-08-2023 21:00;PFV ANDES SOLAR II-B;95
10-08-2023 22:00;PFV ANDES SOLAR II-B;89
10-08-2023 23:00;PFV ANDES SOLAR II-B;4
10-08-2023 23:59;PFV ANDES SOLAR II-B;0
11-08-2023 1:00;PFV ANDES SOLAR II-B;0
11-08-2023 2:00;PFV ANDES SOLAR II-B;0
11-08-2023 3:00;PFV ANDES SOLAR II-B;0
11-08-2023 4:00;PFV ANDES SOLAR II-B;0
11-08-2023 5:00;PFV ANDES SOLAR II-B;0
11-08-2023 6:00;PFV ANDES SOLAR II-B;0
11-08-2023 7:00;PFV ANDES SOLAR II-B;0
11-08-2023 8:00;PFV ANDES SOLAR II-B;2
11-08-2023 9:00;PFV ANDES SOLAR II-B;3
11-08-2023 10:00;PFV ANDES SOLAR II-B;3
11-08-2023 11:00;PFV ANDES SOLAR II-B;3
11-08-2023 12:00;PFV ANDES SOLAR II-B;3
11-08-2023 13:00;PFV ANDES SOLAR II-B;3
11-08-2023 14:00;PFV ANDES SOLAR II-B;16
11-08-2023 15:00;PFV ANDES SOLAR II-B;30
11-08-2023 16:00;PFV ANDES SOLAR II-B;30
11-08-2023 17:00;PFV ANDES SOLAR II-B;30
11-08-2023 18:00;PFV ANDES SOLAR II-B;25
11-08-2023 19:00;PFV ANDES SOLAR II-B;95
11-08-2023 20:00;PFV ANDES SOLAR II-B;95
11-08-2023 21:00;PFV ANDES SOLAR II-B;95
11-08-2023 22:00;PFV ANDES SOLAR II-B;95
11-08-2023 23:00;PFV ANDES SOLAR II-B;18
11-08-2023 23:59;PFV ANDES SOLAR II-B;0
12-08-2023 1:00;PFV ANDES SOLAR II-B;0
12-08-2023 2:00;PFV ANDES SOLAR II-B;0
12-08-2023 3:00;PFV ANDES SOLAR II-B;0
12-08-2023 4:00;PFV ANDES SOLAR II-B;0
12-08-2023 5:00;PFV ANDES SOLAR II-B;0
12-08-2023 6:00;PFV ANDES SOLAR II-B;0
12-08-2023 7:00;PFV ANDES SOLAR II-B;0
12-08-2023 8:00;PFV ANDES SOLAR II-B;3
12-08-2023 9:00;PFV ANDES SOLAR II-B;12
12-08-2023 10:00;PFV ANDES SOLAR II-B;3
12-08-2023 11:00;PFV ANDES SOLAR II-B;3
12-08-2023 12:00;PFV ANDES SOLAR II-B;3
12-08-2023 13:00;PFV ANDES SOLAR II-B;3
12-08-2023 14:00;PFV ANDES SOLAR II-B;3
12-08-2023 15:00;PFV ANDES SOLAR II-B;3
12-08-2023 16:00;PFV ANDES SOLAR II-B;32
12-08-2023 17:00;PFV ANDES SOLAR II-B;47
12-08-2023 18:00;PFV ANDES SOLAR II-B;34
12-08-2023 19:00;PFV ANDES SOLAR II-B;92
12-08-2023 20:00;PFV ANDES SOLAR II-B;92
12-08-2023 21:00;PFV ANDES SOLAR II-B;92
12-08-2023 22:00;PFV ANDES SOLAR II-B;92
12-08-2023 23:00;PFV ANDES SOLAR II-B;11
12-08-2023 23:59;PFV ANDES SOLAR II-B;0
13-08-2023 1:00;PFV ANDES SOLAR II-B;0
13-08-2023 2:00;PFV ANDES SOLAR II-B;0
13-08-2023 3:00;PFV ANDES SOLAR II-B;0
13-08-2023 4:00;PFV ANDES SOLAR II-B;0
13-08-2023 5:00;PFV ANDES SOLAR II-B;0
13-08-2023 6:00;PFV ANDES SOLAR II-B;0
13-08-2023 7:00;PFV ANDES SOLAR II-B;0
13-08-2023 8:00;PFV ANDES SOLAR II-B;2
13-08-2023 9:00;PFV ANDES SOLAR II-B;3
13-08-2023 10:00;PFV ANDES SOLAR II-B;3
13-08-2023 11:00;PFV ANDES SOLAR II-B;3
13-08-2023 12:00;PFV ANDES SOLAR II-B;3
13-08-2023 13:00;PFV ANDES SOLAR II-B;3
13-08-2023 14:00;PFV ANDES SOLAR II-B;3
13-08-2023 15:00;PFV ANDES SOLAR II-B;10
13-08-2023 16:00;PFV ANDES SOLAR II-B;40
13-08-2023 17:00;PFV ANDES SOLAR II-B;30
13-08-2023 18:00;PFV ANDES SOLAR II-B;4
13-08-2023 19:00;PFV ANDES SOLAR II-B;89
13-08-2023 20:00;PFV ANDES SOLAR II-B;90
13-08-2023 21:00;PFV ANDES SOLAR II-B;90
13-08-2023 22:00;PFV ANDES SOLAR II-B;90
13-08-2023 23:00;PFV ANDES SOLAR II-B;40
13-08-2023 23:59;PFV ANDES SOLAR II-B;0
14-08-2023 1:00;PFV ANDES SOLAR II-B;0
14-08-2023 2:00;PFV ANDES SOLAR II-B;0
14-08-2023 3:00;PFV ANDES SOLAR II-B;0
14-08-2023 4:00;PFV ANDES SOLAR II-B;0
14-08-2023 5:00;PFV ANDES SOLAR II-B;0
14-08-2023 6:00;PFV ANDES SOLAR II-B;0
14-08-2023 7:00;PFV ANDES SOLAR II-B;0
14-08-2023 8:00;PFV ANDES SOLAR II-B;2
14-08-2023 9:00;PFV ANDES SOLAR II-B;13
14-08-2023 10:00;PFV ANDES SOLAR II-B;3
14-08-2023 11:00;PFV ANDES SOLAR II-B;3
14-08-2023 12:00;PFV ANDES SOLAR II-B;3
14-08-2023 13:00;PFV ANDES SOLAR II-B;3
14-08-2023 14:00;PFV ANDES SOLAR II-B;3
14-08-2023 15:00;PFV ANDES SOLAR II-B;3
14-08-2023 16:00;PFV ANDES SOLAR II-B;3
14-08-2023 17:00;PFV ANDES SOLAR II-B;26
14-08-2023 18:00;PFV ANDES SOLAR II-B;13
14-08-2023 19:00;PFV ANDES SOLAR II-B;85
14-08-2023 20:00;PFV ANDES SOLAR II-B;90
14-08-2023 21:00;PFV ANDES SOLAR II-B;90
14-08-2023 22:00;PFV ANDES SOLAR II-B;90
14-08-2023 23:00;PFV ANDES SOLAR II-B;45
14-08-2023 23:59;PFV ANDES SOLAR II-B;0
15-08-2023 1:00;PFV ANDES SOLAR II-B;0
15-08-2023 2:00;PFV ANDES SOLAR II-B;0
15-08-2023 3:00;PFV ANDES SOLAR II-B;0
15-08-2023 4:00;PFV ANDES SOLAR II-B;0
15-08-2023 5:00;PFV ANDES SOLAR II-B;0
15-08-2023 6:00;PFV ANDES SOLAR II-B;0
15-08-2023 7:00;PFV ANDES SOLAR II-B;0
15-08-2023 8:00;PFV ANDES SOLAR II-B;1
15-08-2023 9:00;PFV ANDES SOLAR II-B;3
15-08-2023 10:00;PFV ANDES SOLAR II-B;3
15-08-2023 11:00;PFV ANDES SOLAR II-B;3
15-08-2023 12:00;PFV ANDES SOLAR II-B;3
15-08-2023 13:00;PFV ANDES SOLAR II-B;3
15-08-2023 14:00;PFV ANDES SOLAR II-B;3
15-08-2023 15:00;PFV ANDES SOLAR II-B;3
15-08-2023 16:00;PFV ANDES SOLAR II-B;3
15-08-2023 17:00;PFV ANDES SOLAR II-B;3
15-08-2023 18:00;PFV ANDES SOLAR II-B;31
15-08-2023 19:00;PFV ANDES SOLAR II-B;90
15-08-2023 20:00;PFV ANDES SOLAR II-B;90
15-08-2023 21:00;PFV ANDES SOLAR II-B;90
15-08-2023 22:00;PFV ANDES SOLAR II-B;90
15-08-2023 23:00;PFV ANDES SOLAR II-B;44
15-08-2023 23:59;PFV ANDES SOLAR II-B;0
16-08-2023 1:00;PFV ANDES SOLAR II-B;0
16-08-2023 2:00;PFV ANDES SOLAR II-B;0
16-08-2023 3:00;PFV ANDES SOLAR II-B;0
16-08-2023 4:00;PFV ANDES SOLAR II-B;0
16-08-2023 5:00;PFV ANDES SOLAR II-B;0
16-08-2023 6:00;PFV ANDES SOLAR II-B;0
16-08-2023 7:00;PFV ANDES SOLAR II-B;0
16-08-2023 8:00;PFV ANDES SOLAR II-B;2
16-08-2023 9:00;PFV ANDES SOLAR II-B;3
16-08-2023 10:00;PFV ANDES SOLAR II-B;3
16-08-2023 11:00;PFV ANDES SOLAR II-B;3
16-08-2023 12:00;PFV ANDES SOLAR II-B;3
16-08-2023 13:00;PFV ANDES SOLAR II-B;3
16-08-2023 14:00;PFV ANDES SOLAR II-B;23
16-08-2023 15:00;PFV ANDES SOLAR II-B;47
16-08-2023 16:00;PFV ANDES SOLAR II-B;50
16-08-2023 17:00;PFV ANDES SOLAR II-B;44
16-08-2023 18:00;PFV ANDES SOLAR II-B;18
16-08-2023 19:00;PFV ANDES SOLAR II-B;95
16-08-2023 20:00;PFV ANDES SOLAR II-B;95
16-08-2023 21:00;PFV ANDES SOLAR II-B;95
