Fecha y Hora;Nombre Central;Generación Real (MWh)
16-08-2023 22:00;PFV ANDES SOLAR II-B;95
16-08-2023 23:00;PFV ANDES SOLAR II-B;44
16-08-2023 23:59;PFV ANDES SOLAR II-B;1
17-08-2023 1:00;PFV ANDES SOLAR II-B;0
17-08-2023 2:00;PFV ANDES SOLAR II-B;0
17-08-2023 3:00;PFV ANDES SOLAR II-B;0
17-08-2023 4:00;PFV ANDES SOLAR II-B;0
17-08-2023 5:00;PFV ANDES SOLAR II-B;0
17-08-2023 6:00;PFV ANDES SOLAR II-B;0
17-08-2023 7:00;PFV ANDES SOLAR II-B;0
17-08-2023 8:00;PFV ANDES SOLAR II-B;2
17-08-2023 9:00;PFV ANDES SOLAR II-B;3
17-08-2023 10:00;PFV ANDES SOLAR II-B;3
17-08-2023 11:00;PFV ANDES SOLAR II-B;3
17-08-2023 12:00;PFV ANDES SOLAR II-B;3
17-08-2023 13:00;PFV ANDES SOLAR II-B;3
17-08-2023 14:00;PFV ANDES SOLAR II-B;3
17-08-2023 15:00;PFV ANDES SOLAR II-B;32
17-08-2023 16:00;PFV ANDES SOLAR II-B;40
17-08-2023 17:00;PFV ANDES SOLAR II-B;40
17-08-2023 18:00;PFV ANDES SOLAR II-B;15
17-08-2023 19:00;PFV ANDES SOLAR II-B;59
17-08-2023 20:00;PFV ANDES SOLAR II-B;92
17-08-2023 21:00;PFV ANDES SOLAR II-B;92
17-08-2023 22:00;PFV ANDES SOLAR II-B;91
17-08-2023 23:00;PFV ANDES SOLAR II-B;60
17-08-2023 23:59;PFV ANDES SOLAR II-B;5
18-08-2023 1:00;PFV ANDES SOLAR II-B;0
18-08-2023 2:00;PFV ANDES SOLAR II-B;0
18-08-2023 3:00;PFV ANDES SOLAR II-B;0
18-08-2023 4:00;PFV ANDES SOLAR II-B;0
18-08-2023 5:00;PFV ANDES SOLAR II-B;0
18-08-2023 6:00;PFV ANDES SOLAR II-B;0
18-08-2023 7:00;PFV ANDES SOLAR II-B;0
18-08-2023 8:00;PFV ANDES SOLAR II-B;2
18-08-2023 9:00;PFV ANDES SOLAR II-B;3
18-08-2023 10:00;PFV ANDES SOLAR II-B;3
18-08-2023 11:00;PFV ANDES SOLAR II-B;3
18-08-2023 12:00;PFV ANDES SOLAR II-B;3
18-08-2023 13:00;PFV ANDES SOLAR II-B;3
18-08-2023 14:00;PFV ANDES SOLAR II-B;3
18-08-2023 15:00;PFV ANDES SOLAR II-B;23
18-08-2023 16:00;PFV ANDES SOLAR II-B;25
18-08-2023 17:00;PFV ANDES SOLAR II-B;25
18-08-2023 18:00;PFV ANDES SOLAR II-B;7
18-08-2023 19:00;PFV ANDES SOLAR II-B;5
18-08-2023 20:00;PFV ANDES SOLAR II-B;49
18-08-2023 21:00;PFV ANDES SOLAR II-B;60
18-08-2023 22:00;PFV ANDES SOLAR II-B;76
18-08-2023 23:00;PFV ANDES SOLAR II-B;75
18-08-2023 23:59;PFV ANDES SOLAR II-B;42
19-08-2023 1:00;PFV ANDES SOLAR II-B;17
19-08-2023 2:00;PFV ANDES SOLAR II-B;2
19-08-2023 3:00;PFV ANDES SOLAR II-B;0
19-08-2023 4:00;PFV ANDES SOLAR II-B;0
19-08-2023 5:00;PFV ANDES SOLAR II-B;0
19-08-2023 6:00;PFV ANDES SOLAR II-B;0
19-08-2023 7:00;PFV ANDES SOLAR II-B;0
19-08-2023 8:00;PFV ANDES SOLAR II-B;4
19-08-2023 9:00;PFV ANDES SOLAR II-B;3
19-08-2023 10:00;PFV ANDES SOLAR II-B;3
19-08-2023 11:00;PFV ANDES SOLAR II-B;3
19-08-2023 12:00;PFV ANDES SOLAR II-B;3
19-08-2023 13:00;PFV ANDES SOLAR II-B;3
19-08-2023 14:00;PFV ANDES SOLAR II-B;24
19-08-2023 15:00;PFV ANDES SOLAR II-B;50
19-08-2023 16:00;PFV ANDES SOLAR II-B;40
19-08-2023 17:00;PFV ANDES SOLAR II-B;27
19-08-2023 18:00;PFV ANDES SOLAR II-B;3
19-08-2023 19:00;PFV ANDES SOLAR II-B;60
19-08-2023 20:00;PFV ANDES SOLAR II-B;79
19-08-2023 21:00;PFV ANDES SOLAR II-B;79
19-08-2023 22:00;PFV ANDES SOLAR II-B;78
19-08-2023 23:00;PFV ANDES SOLAR II-B;42
19-08-2023 23:59;PFV ANDES SOLAR II-B;0
20-08-2023 1:00;PFV ANDES SOLAR II-B;0
20-08-2023 2:00;PFV ANDES SOLAR II-B;0
20-08-2023 3:00;PFV ANDES SOLAR II-B;0
20-08-2023 4:00;PFV ANDES SOLAR II-B;0
20-08-2023 5:00;PFV ANDES SOLAR II-B;0
20-08-2023 6:00;PFV ANDES SOLAR II-B;0
20-08-2023 7:00;PFV ANDES SOLAR II-B;0
20-08-2023 8:00;PFV ANDES SOLAR II-B;0
20-08-2023 9:00;PFV ANDES SOLAR II-B;3
20-08-2023 10:00;PFV ANDES SOLAR II-B;3
20-08-2023 11:00;PFV ANDES SOLAR II-B;3
20-08-2023 12:00;PFV ANDES SOLAR II-B;3
20-08-2023 13:00;PFV ANDES SOLAR II-B;3
20-08-2023 14:00;PFV ANDES SOLAR II-B;3
20-08-2023 15:00;PFV ANDES SOLAR II-B;3
20-08-2023 16:00;PFV ANDES SOLAR II-B;3
20-08-2023 17:00;PFV ANDES SOLAR II-B;3
20-08-2023 18:00;PFV ANDES SOLAR II-B;3
20-08-2023 19:00;PFV ANDES SOLAR II-B;59
20-08-2023 20:00;PFV ANDES SOLAR II-B;76
20-08-2023 21:00;PFV ANDES SOLAR II-B;77
20-08-2023 22:00;PFV ANDES SOLAR II-B;77
20-08-2023 23:00;PFV ANDES SOLAR II-B;49
20-08-2023 23:59;PFV ANDES SOLAR II-B;2
21-08-2023 1:00;PFV ANDES SOLAR II-B;0
21-08-2023 2:00;PFV ANDES SOLAR II-B;0
21-08-2023 3:00;PFV ANDES SOLAR II-B;0
21-08-2023 4:00;PFV ANDES SOLAR II-B;0
21-08-2023 5:00;PFV ANDES SOLAR II-B;0
21-08-2023 6:00;PFV ANDES SOLAR II-B;0
21-08-2023 7:00;PFV ANDES SOLAR II-B;0
21-08-2023 8:00;PFV ANDES SOLAR II-B;0
21-08-2023 9:00;PFV ANDES SOLAR II-B;3
21-08-2023 10:00;PFV ANDES SOLAR II-B;3
21-08-2023 11:00;PFV ANDES SOLAR II-B;3
21-08-2023 12:00;PFV ANDES SOLAR II-B;3
21-08-2023 13:00;PFV ANDES SOLAR II-B;3
21-08-2023 14:00;PFV ANDES SOLAR II-B;13
21-08-2023 15:00;PFV ANDES SOLAR II-B;46
21-08-2023 16:00;PFV ANDES SOLAR II-B;33
21-08-2023 17:00;PFV ANDES SOLAR II-B;35
21-08-2023 18:00;PFV ANDES SOLAR II-B;12
21-08-2023 19:00;PFV ANDES SOLAR II-B;71
21-08-2023 20:00;PFV ANDES SOLAR II-B;95
21-08-2023 21:00;PFV ANDES SOLAR II-B;95
21-08-2023 22:00;PFV ANDES SOLAR II-B;95
21-08-2023 23:00;PFV ANDES SOLAR II-B;56
21-08-2023 23:59;PFV ANDES SOLAR II-B;0
22-08-2023 1:00;PFV ANDES SOLAR II-B;0
22-08-2023 2:00;PFV ANDES SOLAR II-B;0
22-08-2023 3:00;PFV ANDES SOLAR II-B;0
22-08-2023 4:00;PFV ANDES SOLAR II-B;0
22-08-2023 5:00;PFV ANDES SOLAR II-B;0
22-08-2023 6:00;PFV ANDES SOLAR II-B;0
22-08-2023 7:00;PFV ANDES SOLAR II-B;0
22-08-2023 8:00;PFV ANDES SOLAR II-B;6
22-08-2023 9:00;PFV ANDES SOLAR II-B;3
22-08-2023 10:00;PFV ANDES SOLAR II-B;3
22-08-2023 11:00;PFV ANDES SOLAR II-B;3
22-08-2023 12:00;PFV ANDES SOLAR II-B;3
22-08-2023 13:00;PFV ANDES SOLAR II-B;3
22-08-2023 14:00;PFV ANDES SOLAR II-B;3
22-08-2023 15:00;PFV ANDES SOLAR II-B;3
22-08-2023 16:00;PFV ANDES SOLAR II-B;34
22-08-2023 17:00;PFV ANDES SOLAR II-B;45
22-08-2023 18:00;PFV ANDES SOLAR II-B;45
22-08-2023 19:00;PFV ANDES SOLAR II-B;89
22-08-2023 20:00;PFV ANDES SOLAR II-B;100
22-08-2023 21:00;PFV ANDES SOLAR II-B;100
22-08-2023 22:00;PFV ANDES SOLAR II-B;95
22-08-2023 23:00;PFV ANDES SOLAR II-B;13
22-08-2023 23:59;PFV ANDES SOLAR II-B;0
23-08-2023 1:00;PFV ANDES SOLAR II-B;0
23-08-2023 2:00;PFV ANDES SOLAR II-B;0
23-08-2023 3:00;PFV ANDES SOLAR II-B;0
23-08-2023 4:00;PFV ANDES SOLAR II-B;0
23-08-2023 5:00;PFV ANDES SOLAR II-B;0
23-08-2023 6:00;PFV ANDES SOLAR II-B;0
23-08-2023 7:00;PFV ANDES SOLAR II-B;0
23-08-2023 8:00;PFV ANDES SOLAR II-B;0
23-08-2023 9:00;PFV ANDES SOLAR II-B;3
23-08-2023 10:00;PFV ANDES SOLAR II-B;3
23-08-2023 11:00;PFV ANDES SOLAR II-B;3
23-08-2023 12:00;PFV ANDES SOLAR II-B;3
23-08-2023 13:00;PFV ANDES SOLAR II-B;3
23-08-2023 14:00;PFV ANDES SOLAR II-B;3
23-08-2023 15:00;PFV ANDES SOLAR II-B;3
23-08-2023 16:00;PFV ANDES SOLAR II-B;3
23-08-2023 17:00;PFV ANDES SOLAR II-B;3
23-08-2023 18:00;PFV ANDES SOLAR II-B;3
23-08-2023 19:00;PFV ANDES SOLAR II-B;64
23-08-2023 20:00;PFV ANDES SOLAR II-B;100
23-08-2023 21:00;PFV ANDES SOLAR II-B;100
23-08-2023 22:00;PFV ANDES SOLAR II-B;100
23-08-2023 23:00;PFV ANDES SOLAR II-B;89
23-08-2023 23:59;PFV ANDES SOLAR II-B;5
24-08-2023 1:00;PFV ANDES SOLAR II-B;0
24-08-2023 2:00;PFV ANDES SOLAR II-B;0
24-08-2023 3:00;PFV ANDES SOLAR II-B;0
24-08-2023 4:00;PFV ANDES SOLAR II-B;0
24-08-2023 5:00;PFV ANDES SOLAR II-B;0
24-08-2023 6:00;PFV ANDES SOLAR II-B;0
24-08-2023 7:00;PFV ANDES SOLAR II-B;0
24-08-2023 8:00;PFV ANDES SOLAR II-B;0
24-08-2023 9:00;PFV ANDES SOLAR II-B;3
24-08-2023 10:00;PFV ANDES SOLAR II-B;3
24-08-2023 11:00;PFV ANDES SOLAR II-B;3
24-08-2023 12:00;PFV ANDES SOLAR II-B;3
24-08-2023 13:00;PFV ANDES SOLAR II-B;3
24-08-2023 14:00;PFV ANDES SOLAR II-B;3
24-08-2023 15:00;PFV ANDES SOLAR II-B;3
24-08-2023 16:00;PFV ANDES SOLAR II-B;24
24-08-2023 17:00;PFV ANDES SOLAR II-B;27
24-08-2023 18:00;PFV ANDES SOLAR II-B;19
24-08-2023 19:00;PFV ANDES SOLAR II-B;3
24-08-2023 20:00;PFV ANDES SOLAR II-B;19
24-08-2023 21:00;PFV ANDES SOLAR II-B;98
24-08-2023 22:00;PFV ANDES SOLAR II-B;100
24-08-2023 23:00;PFV ANDES SOLAR II-B;100
24-08-2023 23:59;PFV ANDES SOLAR II-B;100
25-08-2023 1:00;PFV ANDES SOLAR II-B;32
25-08-2023 2:00;PFV ANDES SOLAR II-B;1
25-08-2023 3:00;PFV ANDES SOLAR II-B;0
25-08-2023 4:00;PFV ANDES SOLAR II-B;0
25-08-2023 5:00;PFV ANDES SOLAR II-B;0
25-08-2023 6:00;PFV ANDES SOLAR II-B;0
25-08-2023 7:00;PFV ANDES SOLAR II-B;0
25-08-2023 8:00;PFV ANDES SOLAR II-B;2
25-08-2023 9:00;PFV ANDES SOLAR II-B;3
25-08-2023 10:00;PFV ANDES SOLAR II-B;3
25-08-2023 11:00;PFV ANDES SOLAR II-B;3
25-08-2023 12:00;PFV ANDES SOLAR II-B;3
25-08-2023 13:00;PFV ANDES SOLAR II-B;3
25-08-2023 14:00;PFV ANDES SOLAR II-B;3
25-08-2023 15:00;PFV ANDES SOLAR II-B;7
25-08-2023 16:00;PFV ANDES SOLAR II-B;18
25-08-2023 17:00;PFV ANDES SOLAR II-B;18
25-08-2023 18:00;PFV ANDES SOLAR II-B;18
25-08-2023 19:00;PFV ANDES SOLAR II-B;3
25-08-2023 20:00;PFV ANDES SOLAR II-B;94
25-08-2023 21:00;PFV ANDES SOLAR II-B;100
25-08-2023 22:00;PFV ANDES SOLAR II-B;100
25-08-2023 23:00;PFV ANDES SOLAR II-B;100
25-08-2023 23:59;PFV ANDES SOLAR II-B;42
26-08-2023 1:00;PFV ANDES SOLAR II-B;0
26-08-2023 2:00;PFV ANDES SOLAR II-B;0
26-08-2023 3:00;PFV ANDES SOLAR II-B;0
26-08-2023 4:00;PFV ANDES SOLAR II-B;0
26-08-2023 5:00;PFV ANDES SOLAR II-B;0
26-08-2023 6:00;PFV ANDES SOLAR II-B;0
26-08-2023 7:00;PFV ANDES SOLAR II-B;0
26-08-2023 8:00;PFV ANDES SOLAR II-B;0
26-08-2023 9:00;PFV ANDES SOLAR II-B;3
26-08-2023 10:00;PFV ANDES SOLAR II-B;3
26-08-2023 11:00;PFV ANDES SOLAR II-B;3
26-08-2023 12:00;PFV ANDES SOLAR II-B;3
26-08-2023 13:00;PFV ANDES SOLAR II-B;3
26-08-2023 14:00;PFV ANDES SOLAR II-B;3
26-08-2023 15:00;PFV ANDES SOLAR II-B;3
26-08-2023 16:00;PFV ANDES SOLAR II-B;32
26-08-2023 17:00;PFV ANDES SOLAR II-B;28
26-08-2023 18:00;PFV ANDES SOLAR II-B;10
26-08-2023 19:00;PFV ANDES SOLAR II-B;3
26-08-2023 20:00;PFV ANDES SOLAR II-B;84
26-08-2023 21:00;PFV ANDES SOLAR II-B;97
26-08-2023 22:00;PFV ANDES SOLAR II-B;97
26-08-2023 23:00;PFV ANDES SOLAR II-B;98
26-08-2023 23:59;PFV ANDES SOLAR II-B;51
27-08-2023 1:00;PFV ANDES SOLAR II-B;3
27-08-2023 2:00;PFV ANDES SOLAR II-B;2
27-08-2023 3:00;PFV ANDES SOLAR II-B;1
27-08-2023 4:00;PFV ANDES SOLAR II-B;0
27-08-2023 5:00;PFV ANDES SOLAR II-B;0
27-08-2023 6:00;PFV ANDES SOLAR II-B;0
27-08-2023 7:00;PFV ANDES SOLAR II-B;0
27-08-2023 8:00;PFV ANDES SOLAR II-B;2
27-08-2023 9:00;PFV ANDES SOLAR II-B;3
27-08-2023 10:00;PFV ANDES SOLAR II-B;3
27-08-2023 11:00;PFV ANDES SOLAR II-B;3
27-08-2023 12:00;PFV ANDES SOLAR II-B;3
27-08-2023 13:00;PFV ANDES SOLAR II-B;3
27-08-2023 14:00;PFV ANDES SOLAR II-B;3
27-08-2023 15:00;PFV ANDES SOLAR II-B;28
27-08-2023 16:00;PFV ANDES SOLAR II-B;24
27-08-2023 17:00;PFV ANDES SOLAR II-B;24
27-08-2023 18:00;PFV ANDES SOLAR II-B;16
27-08-2023 19:00;PFV ANDES SOLAR II-B;67
27-08-2023 20:00;PFV ANDES SOLAR II-B;100
27-08-2023 21:00;PFV ANDES SOLAR II-B;100
27-08-2023 22:00;PFV ANDES SOLAR II-B;100
27-08-2023 23:00;PFV ANDES SOLAR II-B;66
27-08-2023 23:59;PFV ANDES SOLAR II-B;3
28-08-2023 1:00;PFV ANDES SOLAR II-B;2
28-08-2023 2:00;PFV ANDES SOLAR II-B;2
28-08-2023 3:00;PFV ANDES SOLAR II-B;0
28-08-2023 4:00;PFV ANDES SOLAR II-B;0
28-08-2023 5:00;PFV ANDES SOLAR II-B;0
28-08-2023 6:00;PFV ANDES SOLAR II-B;0
28-08-2023 7:00;PFV ANDES SOLAR II-B;0
28-08-2023 8:00;PFV ANDES SOLAR II-B;2
28-08-2023 9:00;PFV ANDES SOLAR II-B;3
28-08-2023 10:00;PFV ANDES SOLAR II-B;3
28-08-2023 11:00;PFV ANDES SOLAR II-B;3
28-08-2023 12:00;PFV ANDES SOLAR II-B;3
28-08-2023 13:00;PFV ANDES SOLAR II-B;3
28-08-2023 14:00;PFV ANDES SOLAR II-B;8
28-08-2023 15:00;PFV ANDES SOLAR II-B;60
28-08-2023 16:00;PFV ANDES SOLAR II-B;60
28-08-2023 17:00;PFV ANDES SOLAR II-B;60
28-08-2023 18:00;PFV ANDES SOLAR II-B;30
28-08-2023 19:00;PFV ANDES SOLAR II-B;99
28-08-2023 20:00;PFV ANDES SOLAR II-B;102
28-08-2023 21:00;PFV ANDES SOLAR II-B;102
28-08-2023 22:00;PFV ANDES SOLAR II-B;102
28-08-2023 23:00;PFV ANDES SOLAR II-B;35
28-08-2023 23:59;PFV ANDES SOLAR II-B;0
29-08-2023 1:00;PFV ANDES SOLAR II-B;0
29-08-2023 2:00;PFV ANDES SOLAR II-B;0
29-08-2023 3:00;PFV ANDES SOLAR II-B;0
29-08-2023 4:00;PFV ANDES SOLAR II-B;0
29-08-2023 5:00;PFV ANDES SOLAR II-B;0
29-08-2023 6:00;PFV ANDES SOLAR II-B;0
29-08-2023 7:00;PFV ANDES SOLAR II-B;0
29-08-2023 8:00;PFV ANDES SOLAR II-B;0
29-08-2023 9:00;PFV ANDES SOLAR II-B;3
29-08-2023 10:00;PFV ANDES SOLAR II-B;3
29-08-2023 11:00;PFV ANDES SOLAR II-B;3
29-08-2023 12:00;PFV ANDES SOLAR II-B;3
29-08-2023 13:00;PFV ANDES SOLAR II-B;3
29-08-2023 14:00;PFV ANDES SOLAR II-B;3
29-08-2023 15:00;PFV ANDES SOLAR II-B;3
29-08-2023 16:00;PFV ANDES SOLAR II-B;3
29-08-2023 17:00;PFV ANDES SOLAR II-B;3
29-08-2023 18:00;PFV ANDES SOLAR II-B;3
29-08-2023 19:00;PFV ANDES SOLAR II-B;93
29-08-2023 20:00;PFV ANDES SOLAR II-B;99
29-08-2023 21:00;PFV ANDES SOLAR II-B;107
29-08-2023 22:00;PFV ANDES SOLAR II-B;107
29-08-2023 23:00;PFV ANDES SOLAR II-B;61
29-08-2023 23:59;PFV ANDES SOLAR II-B;0
30-08-2023 1:00;PFV ANDES SOLAR II-B;0
30-08-2023 2:00;PFV ANDES SOLAR II-B;0
30-08-2023 3:00;PFV ANDES SOLAR II-B;0
30-08-2023 4:00;PFV ANDES SOLAR II-B;0
30-08-2023 5:00;PFV ANDES SOLAR II-B;0
30-08-2023 6:00;PFV ANDES SOLAR II-B;0
30-08-2023 7:00;PFV ANDES SOLAR II-B;0
30-08-2023 8:00;PFV ANDES SOLAR II-B;2
30-08-2023 9:00;PFV ANDES SOLAR II-B;3
30-08-2023 10:00;PFV ANDES SOLAR II-B;3
30-08-2023 11:00;PFV ANDES SOLAR II-B;3
30-08-2023 12:00;PFV ANDES SOLAR II-B;3
30-08-2023 13:00;PFV ANDES SOLAR II-B;3
30-08-2023 14:00;PFV ANDES SOLAR II-B;3
30-08-2023 15:00;PFV ANDES SOLAR II-B;3
30-08-2023 16:00;PFV ANDES SOLAR II-B;3
30-08-2023 17:00;PFV ANDES SOLAR II-B;10
30-08-2023 18:00;PFV ANDES SOLAR II-B;10
30-08-2023 19:00;PFV ANDES SOLAR II-B;74
30-08-2023 20:00;PFV ANDES SOLAR II-B;105
30-08-2023 21:00;PFV ANDES SOLAR II-B;105
30-08-2023 22:00;PFV ANDES SOLAR II-B;105
30-08-2023 23:00;PFV ANDES SOLAR II-B;44
30-08-2023 23:59;PFV ANDES SOLAR II-B;1
31-08-2023 1:00;PFV ANDES SOLAR II-B;0
31-08-2023 2:00;PFV ANDES SOLAR II-B;0
31-08-2023 3:00;PFV ANDES SOLAR II-B;0
31-08-2023 4:00;PFV ANDES SOLAR II-B;0
31-08-2023 5:00;PFV ANDES SOLAR II-B;0
31-08-2023 6:00;PFV ANDES SOLAR II-B;0
31-08-2023 7:00;PFV ANDES SOLAR II-B;0
31-08-2023 8:00;PFV ANDES SOLAR II-B;0
31-08-2023 9:00;PFV ANDES SOLAR II-B;3
31-08-2023 10:00;PFV ANDES SOLAR II-B;3
31-08-2023 11:00;PFV ANDES SOLAR II-B;3
31-08-2023 12:00;PFV ANDES SOLAR II-B;3
31-08-2023 13:00;PFV ANDES SOLAR II-B;14
31-08-2023 14:00;PFV ANDES SOLAR II-B;40
31-08-2023 15:00;PFV ANDES SOLAR II-B;40
31-08-2023 16:00;PFV ANDES SOLAR II-B;40
31-08-2023 17:00;PFV ANDES SOLAR II-B;40
31-08-2023 18:00;PFV ANDES SOLAR II-B;6
31-08-2023 19:00;PFV ANDES SOLAR II-B;101
31-08-2023 20:00;PFV ANDES SOLAR II-B;107
31-08-2023 21:00;PFV ANDES SOLAR II-B;107
31-08-2023 22:00;PFV ANDES SOLAR II-B;107
31-08-2023 23:00;PFV ANDES SOLAR II-B;50
31-08-2023 23:59;PFV ANDES SOLAR II-B;1
01-09-2023 1:00;PFV ANDES SOLAR II-B;1
01-09-2023 2:00;PFV ANDES SOLAR II-B;0
01-09-2023 3:00;PFV ANDES SOLAR II-B;0
01-09-2023 4:00;PFV ANDES SOLAR II-B;0
01-09-2023 5:00;PFV ANDES SOLAR II-B;0
01-09-2023 6:00;PFV ANDES SOLAR II-B;0
01-09-2023 7:00;PFV ANDES SOLAR II-B;0
01-09-2023 8:00;PFV ANDES SOLAR II-B;2
01-09-2023 9:00;PFV ANDES SOLAR II-B;3
01-09-2023 10:00;PFV ANDES SOLAR II-B;3
01-09-2023 11:00;PFV ANDES SOLAR II-B;3
01-09-2023 12:00;PFV ANDES SOLAR II-B;3
01-09-2023 13:00;PFV ANDES SOLAR II-B;3
01-09-2023 14:00;PFV ANDES SOLAR II-B;3
01-09-2023 15:00;PFV ANDES SOLAR II-B;72
01-09-2023 16:00;PFV ANDES SOLAR II-B;80
01-09-2023 17:00;PFV ANDES SOLAR II-B;80
01-09-2023 18:00;PFV ANDES SOLAR II-B;27
01-09-2023 19:00;PFV ANDES SOLAR II-B;84
01-09-2023 20:00;PFV ANDES SOLAR II-B;105
01-09-2023 21:00;PFV ANDES SOLAR II-B;105
01-09-2023 22:00;PFV ANDES SOLAR II-B;105
01-09-2023 23:00;PFV ANDES SOLAR II-B;46
01-09-2023 23:59;PFV ANDES SOLAR II-B;1
02-09-2023 1:00;PFV ANDES SOLAR II-B;1
02-09-2023 2:00;PFV ANDES SOLAR II-B;0
02-09-2023 3:00;PFV ANDES SOLAR II-B;0
02-09-2023 4:00;PFV ANDES SOLAR II-B;0
02-09-2023 5:00;PFV ANDES SOLAR II-B;0
02-09-2023 6:00;PFV ANDES SOLAR II-B;0
02-09-2023 7:00;PFV ANDES SOLAR II-B;0
02-09-2023 8:00;PFV ANDES SOLAR II-B;2
02-09-2023 9:00;PFV ANDES SOLAR II-B;3
02-09-2023 10:00;PFV ANDES SOLAR II-B;3
02-09-2023 11:00;PFV ANDES SOLAR II-B;3
02-09-2023 12:00;PFV ANDES SOLAR II-B;3
02-09-2023 13:00;PFV ANDES SOLAR II-B;3
02-09-2023 14:00;PFV ANDES SOLAR II-B;3
02-09-2023 15:00;PFV ANDES SOLAR II-B;3
02-09-2023 16:00;PFV ANDES SOLAR II-B;20
02-09-2023 17:00;PFV ANDES SOLAR II-B;30
02-09-2023 18:00;PFV ANDES SOLAR II-B;20
02-09-2023 19:00;PFV ANDES SOLAR II-B;95
02-09-2023 20:00;PFV ANDES SOLAR II-B;101
02-09-2023 21:00;PFV ANDES SOLAR II-B;101
02-09-2023 22:00;PFV ANDES SOLAR II-B;92
02-09-2023 23:00;PFV ANDES SOLAR II-B;18
02-09-2023 23:59;PFV ANDES SOLAR II-B;0
03-09-2023 1:00;PFV ANDES SOLAR II-B;0
03-09-2023 2:00;PFV ANDES SOLAR II-B;0
03-09-2023 3:00;PFV ANDES SOLAR II-B;0
03-09-2023 4:00;PFV ANDES SOLAR II-B;0
03-09-2023 5:00;PFV ANDES SOLAR II-B;0
03-09-2023 6:00;PFV ANDES SOLAR II-B;0
03-09-2023 7:00;PFV ANDES SOLAR II-B;0
03-09-2023 8:00;PFV ANDES SOLAR II-B;0
03-09-2023 9:00;PFV ANDES SOLAR II-B;18
03-09-2023 10:00;PFV ANDES SOLAR II-B;44
03-09-2023 11:00;PFV ANDES SOLAR II-B;3
03-09-2023 12:00;PFV ANDES SOLAR II-B;3
03-09-2023 13:00;PFV ANDES SOLAR II-B;3
03-09-2023 14:00;PFV ANDES SOLAR II-B;3
03-09-2023 15:00;PFV ANDES SOLAR II-B;3
03-09-2023 16:00;PFV ANDES SOLAR II-B;40
03-09-2023 17:00;PFV ANDES SOLAR II-B;63
03-09-2023 18:00;PFV ANDES SOLAR II-B;47
03-09-2023 19:00;PFV ANDES SOLAR II-B;3
03-09-2023 20:00;PFV ANDES SOLAR II-B;97
03-09-2023 21:00;PFV ANDES SOLAR II-B;102
03-09-2023 22:00;PFV ANDES SOLAR II-B;102
03-09-2023 23:00;PFV ANDES SOLAR II-B;99
03-09-2023 23:59;PFV ANDES SOLAR II-B;31
04-09-2023 1:00;PFV ANDES SOLAR II-B;0
04-09-2023 2:00;PFV ANDES SOLAR II-B;0
04-09-2023 3:00;PFV ANDES SOLAR II-B;0
04-09-2023 4:00;PFV ANDES SOLAR II-B;0
04-09-2023 5:00;PFV ANDES SOLAR II-B;0
04-09-2023 6:00;PFV ANDES SOLAR II-B;0
04-09-2023 7:00;PFV ANDES SOLAR II-B;0
04-09-2023 8:00;PFV ANDES SOLAR II-B;0
04-09-2023 9:00;PFV ANDES SOLAR II-B;22
04-09-2023 10:00;PFV ANDES SOLAR II-B;63
04-09-2023 11:00;PFV ANDES SOLAR II-B;105
04-09-2023 12:00;PFV ANDES SOLAR II-B;105
04-09-2023 13:00;PFV ANDES SOLAR II-B;105
04-09-2023 14:00;PFV ANDES SOLAR II-B;105
04-09-2023 15:00;PFV ANDES SOLAR II-B;14
04-09-2023 16:00;PFV ANDES SOLAR II-B;3
04-09-2023 17:00;PFV ANDES SOLAR II-B;3
04-09-2023 18:00;PFV ANDES SOLAR II-B;13
04-09-2023 19:00;PFV ANDES SOLAR II-B;4
04-09-2023 20:00;PFV ANDES SOLAR II-B;97
04-09-2023 21:00;PFV ANDES SOLAR II-B;102
04-09-2023 22:00;PFV ANDES SOLAR II-B;102
04-09-2023 23:00;PFV ANDES SOLAR II-B;102
04-09-2023 23:59;PFV ANDES SOLAR II-B;49
05-09-2023 1:00;PFV ANDES SOLAR II-B;2
05-09-2023 2:00;PFV ANDES SOLAR II-B;2
05-09-2023 3:00;PFV ANDES SOLAR II-B;2
05-09-2023 4:00;PFV ANDES SOLAR II-B;1
05-09-2023 5:00;PFV ANDES SOLAR II-B;0
05-09-2023 6:00;PFV ANDES SOLAR II-B;0
05-09-2023 7:00;PFV ANDES SOLAR II-B;0
05-09-2023 8:00;PFV ANDES SOLAR II-B;0
05-09-2023 9:00;PFV ANDES SOLAR II-B;10
05-09-2023 10:00;PFV ANDES SOLAR II-B;3
05-09-2023 11:00;PFV ANDES SOLAR II-B;47
05-09-2023 12:00;PFV ANDES SOLAR II-B;90
05-09-2023 13:00;PFV ANDES SOLAR II-B;47
05-09-2023 14:00;PFV ANDES SOLAR II-B;4
05-09-2023 15:00;PFV ANDES SOLAR II-B;3
05-09-2023 16:00;PFV ANDES SOLAR II-B;3
05-09-2023 17:00;PFV ANDES SOLAR II-B;3
05-09-2023 18:00;PFV ANDES SOLAR II-B;3
05-09-2023 19:00;PFV ANDES SOLAR II-B;0
05-09-2023 20:00;PFV ANDES SOLAR II-B;89
05-09-2023 21:00;PFV ANDES SOLAR II-B;109
05-09-2023 22:00;PFV ANDES SOLAR II-B;108
